time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,
638549096635490698,556351,-3.148761,-8.681644,10,
638549096635565835,556358,-3.148761,-8.681644,10,
638549096635625832,556365,-3.148761,-8.681644,10,
638549096635745823,556376,-3.148761,-8.681644,10,
638549096635865835,556388,-3.148761,-8.681644,10,
638549096635965832,556399,-3.148761,-8.681644,10,
638549096636095819,556411,-3.148761,-8.681644,10,
638549096636195821,556421,-3.148761,-8.681644,10,
638549096636295826,556432,-3.148761,-8.681644,10,
638549096636415831,556443,-3.148761,-8.681644,10,
638549096636515828,556454,-3.148761,-8.681644,10,
638549096636635826,556465,-3.148761,-8.681644,10,
638549096636745836,556476,-3.148761,-8.681644,10,
638549096636855827,556487,-3.148761,-8.681644,10,
638549096636960941,556498,-3.148761,-8.681644,10,
638549096637080932,556510,-3.148761,-8.681644,10,
638549096637186069,556520,-3.148761,-8.681644,10,
638549096637306067,556532,-3.148761,-8.681644,10,
638549096637406063,556543,-3.148761,-8.681644,10,
638549096637516064,556554,-3.148761,-8.681644,10,
638549096637626065,556565,-3.148761,-8.681644,10,
638549096637746069,556576,-3.148761,-8.681644,10,
638549096637856321,556588,-3.148761,-8.681644,10,
638549096637966328,556598,-3.148761,-8.681644,10,
638549096638076323,556609,-3.148761,-8.681644,10,
638549096638186320,556620,-3.148761,-8.681644,10,
638549096638296324,556632,-3.148761,-8.681644,10,
638549096638416316,556643,-3.148761,-8.681644,10,
638549096638516322,556654,-3.148761,-8.681644,10,
638549096638626323,556665,-3.148761,-8.681644,10,
638549096638746321,556676,-3.148761,-8.681644,10,
638549096638856548,556687,-3.148761,-8.681644,10,
638549096638966549,556698,-3.148761,-8.681644,10,
638549096639076545,556710,-3.148761,-8.681644,10,
638549096639186552,556721,-3.148761,-8.681644,10,
638549096639306538,556732,-3.148761,-8.681644,10,
638549096639416537,556744,-3.148761,-8.681644,10,
638549096639536555,556755,-3.148761,-8.681644,10,
638549096639646536,556766,-3.148761,-8.681644,10,
638549096639756537,556777,-3.148761,-8.681644,10,
638549096639866553,556789,-3.148761,-8.681644,10,
638549096639976545,556800,-3.148761,-8.681644,10,
638549096640096545,556811,-3.148761,-8.681644,10,
638549096640206587,556822,-3.148761,-8.681644,10,
638549096640316550,556834,-3.148761,-8.681644,10,
638549096640436543,556845,-3.148761,-8.681644,10,
638549096640546552,556857,-3.148761,-8.681644,10,
638549096640666550,556868,-3.148761,-8.681644,10,
638549096640766539,556879,-3.148761,-8.681644,10,
638549096640886543,556891,-3.148761,-8.681644,10,
638549096640986537,556901,-3.148761,-8.681644,10,
638549096641111673,556913,-3.148761,-8.681644,10,
638549096641221666,556924,-3.148761,-8.681644,10,
638549096641321659,556934,-3.148761,-8.681644,10,
638549096641441664,556946,-3.148761,-8.681644,10,
638549096641551664,556957,-3.148761,-8.681644,10,
638549096641651661,556967,-3.148761,-8.681644,10,
638549096641776760,556979,-3.148761,-8.681644,10,
638549096641886756,556990,-3.148761,-8.681644,10,
638549096641986749,557001,-3.148761,-8.681644,10,
638549096642106758,557012,-3.148761,-8.681644,10,
638549096642216752,557024,-3.148761,-8.681644,10,
638549096642316752,557034,-3.148761,-8.681644,10,
638549096642436747,557045,-3.148761,-8.681644,10,
638549096642556762,557057,-3.148761,-8.681644,10,
638549096642657029,557067,-3.148761,-8.681644,10,
638549096642767017,557079,-3.148761,-8.681644,10,
638549096642897032,557091,-3.148761,-8.681644,10,
638549096642987012,557101,-3.148761,-8.681644,10,
638549096643107024,557112,-3.148761,-8.681644,10,
638549096643217018,557123,-3.148761,-8.681644,10,
638549096643327023,557134,-3.148761,-8.681644,10,
638549096643437020,557146,-3.148761,-8.681644,10,
638549096643557018,557157,-3.148761,-8.681644,10,
638549096643652095,557167,-3.148761,-8.681644,10,
638549096643772089,557179,-3.148761,-8.681644,10,
638549096643882104,557190,-3.148761,-8.681644,10,
638549096643992094,557201,-3.148761,-8.681644,10,
638549096644102088,557212,-3.148761,-8.681644,10,
638549096644212100,557223,-3.148761,-8.681644,10,
638549096644322105,557234,-3.148761,-8.681644,10,
638549096644442107,557245,-3.148761,-8.681644,10,
638549096644552095,557257,-3.148761,-8.681644,10,
638549096644652096,557267,-3.148761,-8.681644,10,
638549096644767175,557279,-3.148761,-8.681644,10,
638549096644887184,557290,-3.148761,-8.681644,10,
638549096644987172,557301,-3.148761,-8.681644,10,
638549096645107180,557312,-3.148761,-8.681644,10,
638549096645212274,557323,-3.148761,-8.681644,10,
638549096645322268,557334,-3.148761,-8.681644,10,
638549096645432269,557345,-3.148761,-8.681644,10,
638549096645562280,557358,-3.148761,-8.681644,10,
638549096645662286,557368,-3.148761,-8.681644,10,
638549096645762271,557378,-3.148761,-8.681644,10,
638549096645892279,557391,-3.148761,-8.681644,10,
638549096645992277,557401,-3.148761,-8.681644,10,
638549096646102280,557412,-3.148761,-8.681644,10,
638549096646222297,557424,-3.148761,-8.681644,10,
638549096646322279,557434,-3.148761,-8.681644,10,
638549096646442285,557445,-3.148761,-8.681644,10,
638549096646552287,557457,-3.148761,-8.681644,10,
638549096646662293,557468,-3.148761,-8.681644,10,
638549096646772285,557478,-3.148761,-8.681644,10,
638549096646898840,557492,-3.148761,-8.681644,10,
638549096646991901,557501,-3.148761,-8.681644,10,
638549096647111893,557513,-3.148761,-8.681644,10,
638549096647211890,557523,-3.148761,-8.681644,10,
638549096647321898,557534,-3.148761,-8.681644,10,
638549096647431886,557545,-3.148761,-8.681644,10,
638549096647551897,557557,-3.148761,-8.681644,10,
638549096647651889,557567,-3.148761,-8.681644,10,
638549096647771888,557579,-3.148761,-8.681644,10,
638549096647889638,557591,-3.148761,-8.681644,10,
638549096647989646,557601,-3.148761,-8.681644,10,
638549096648099650,557612,-3.148761,-8.681644,10,
638549096648209111,557623,-3.148761,-8.681644,10,
638549096648319106,557634,-3.148761,-8.681644,10,
638549096648439106,557645,-3.148761,-8.681644,10,
638549096648549106,557657,-3.148761,-8.681644,10,
638549096648655759,557667,-3.148761,-8.681644,10,
638549096648765757,557678,-3.148761,-8.681644,10,
638549096648879634,557690,-3.148761,-8.681644,10,
638549096648986877,557701,-3.148761,-8.681644,10,
638549096649096870,557712,-3.148761,-8.681644,10,
638549096649212516,557723,-3.148761,-8.681644,10,
638549096649322518,557734,-3.148761,-8.681644,10,
638549096649432517,557745,-3.148761,-8.681644,10,
638549096649552521,557757,-3.148761,-8.681644,10,
638549096649658551,557767,-3.148761,-8.681644,10,
638549096649768554,557779,-3.148761,-8.681644,10,
638549096649888554,557790,-3.148761,-8.681644,10,
638549096649993805,557801,-3.148761,-8.681644,10,
638549096650103810,557812,-3.148761,-8.681644,10,
638549096650223807,557824,-3.148761,-8.681644,10,
638549096650323802,557834,-3.148761,-8.681644,10,
638549096650433803,557846,-3.148761,-8.681644,10,
638549096650553803,557857,-3.148761,-8.681644,10,
638549096650654029,557867,-3.148761,-8.681644,10,
638549096650774017,557879,-3.148761,-8.681644,10,
638549096650879122,557890,-3.148761,-8.681644,10,
638549096650989127,557901,-3.148761,-8.681644,10,
638549096651099116,557912,-3.148761,-8.681644,10,
638549096651219113,557923,-3.148761,-8.681644,10,
638549096651319123,557934,-3.148761,-8.681644,10,
638549096651439110,557945,-3.148761,-8.681644,10,
638549096651549104,557957,-3.148761,-8.681644,10,
638549096651649113,557967,-3.148761,-8.681644,10,
638549096651769113,557978,-3.148761,-8.681644,10,
638549096651879116,557990,-3.148761,-8.681644,10,
638549096651989113,558000,-3.148761,-8.681644,10,
638549096652099111,558012,-3.148761,-8.681644,10,
638549096652209109,558023,-3.148761,-8.681644,10,
638549096652319109,558034,-3.148761,-8.681644,10,
638549096652429106,558045,-3.148761,-8.681644,10,
638549096652549115,558056,-3.148761,-8.681644,10,
638549096652649105,558067,-3.148761,-8.681644,10,
