time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,
638549095252009464,418003,0,5,10,
638549095252069465,418009,0.05729209,4.936199,10,
638549095252169480,418019,0.07982054,4.911111,10,
638549095252279474,418030,0.1109208,4.876477,10,
638549095252379480,418040,0.1459012,4.837523,10,
638549095252479476,418049,0.1798648,4.7997,10,
638549095252589462,418061,0.2128829,4.762931,10,
638549095252709478,418073,0.2527598,4.718524,10,
638549095252809475,418082,0.2905257,4.676467,10,
638549095252919806,418094,0.3236641,4.639564,10,
638549095253029813,418105,0.3617864,4.59711,10,
638549095253139807,418116,0.3982879,4.556461,10,
638549095253249820,418127,0.4344145,4.51623,10,
638549095253364891,418139,0.4734328,4.472779,10,
638549095253484889,418150,0.5103355,4.431684,10,
638549095253599995,418161,0.5500089,4.387503,10,
638549095253695114,418171,0.587256,4.346024,10,
638549095253805103,418182,0.6198406,4.309738,10,
638549095253915161,418194,0.6565799,4.268824,10,
638549095254030215,418205,0.6953947,4.225599,10,
638549095254140202,418215,0.7316115,4.185268,10,
638549095254250219,418227,0.7682874,4.144425,10,
638549095254365288,418238,0.8060696,4.102351,10,
638549095254475288,418249,0.8428062,4.06144,10,
638549095254585278,418260,0.8796458,4.020415,10,
638549095254695288,418271,0.9173518,3.978425,10,
638549095254805280,418282,0.9539592,3.937659,10,
638549095254915280,418294,0.9905137,3.896951,10,
638549095255030395,418304,1.029231,3.853835,10,
638549095255140389,418315,1.065018,3.813982,10,
638549095255250397,418327,1.101807,3.773014,10,
638549095255360387,418338,1.140848,3.729537,10,
638549095255470392,418349,1.176946,3.689338,10,
638549095255590394,418361,1.213074,3.649106,10,
638549095255700396,418371,1.252609,3.605079,10,
638549095255810386,418382,1.289254,3.564271,10,
638549095255920385,418394,1.326385,3.522921,10,
638549095256040384,418406,1.365427,3.479444,10,
638549095256150401,418417,1.40319,3.437389,10,
638549095256260387,418428,1.440154,3.396226,10,
638549095256380388,418439,1.477945,3.354141,10,
638549095256490386,418450,1.516134,3.311614,10,
638549095256600403,418462,1.553455,3.270052,10,
638549095256720399,418474,1.591453,3.227737,10,
638549095256830403,418485,1.630439,3.184323,10,
638549095256940397,418496,1.667799,3.142718,10,
638549095257060393,418508,1.705423,3.100819,10,
638549095257160392,418518,1.743721,3.05817,10,
638549095257280389,418530,1.779705,3.018097,10,
638549095257395487,418542,1.818459,2.974941,10,
638549095257505735,418552,1.857447,2.931523,10,
638549095257615728,418563,1.893217,2.89169,10,
638549095257725726,418575,1.930142,2.850569,10,
638549095257835736,418585,1.967687,2.808758,10,
638549095257945733,418597,2.004302,2.767983,10,
638549095258070835,418608,2.042147,2.725839,10,
638549095258170842,418619,2.081053,2.682513,10,
638549095258280841,418630,2.115333,2.644339,10,
638549095258390839,418641,2.153078,2.602305,10,
638549095258505966,418652,2.190359,2.560788,10,
638549095258615969,418664,2.227193,2.51977,10,
638549095258731120,418675,2.265602,2.476997,10,
638549095258831097,418685,2.303954,2.434288,10,
638549095258951099,418697,2.337996,2.396378,10,
638549095259061110,418708,2.375297,2.354839,10,
638549095259171103,418719,2.413934,2.311813,10,
638549095259281097,418730,2.449591,2.272104,10,
638549095259401093,418742,2.486709,2.230769,10,
638549095259506179,418752,2.526019,2.186993,10,
638549095259616182,418763,2.560534,2.148557,10,
638549095259731298,418775,2.598336,2.10646,10,
638549095259841302,418785,2.636475,2.063988,10,
638549095259951301,418797,2.672094,2.024322,10,
638549095260071301,418809,2.709501,1.982665,10,
638549095260171294,418819,2.749564,1.938051,10,
638549095260281301,418830,2.783298,1.900484,10,
638549095260401303,418841,2.820994,1.858505,10,
638549095260506406,418852,2.859279,1.815871,10,
638549095260616405,418863,2.894516,1.77663,10,
638549095260731537,418875,2.932076,1.734802,10,
638549095260831519,418885,2.972724,1.689537,10,
638549095260951523,418896,3.006048,1.652427,10,
638549095261061521,418908,3.043235,1.611015,10,
638549095261171522,418919,3.081081,1.568869,10,
638549095261281524,418930,3.118421,1.527286,10,
638549095261401524,418942,3.154364,1.487261,10,
638549095261506653,418952,3.192831,1.444423,10,
638549095261616647,418963,3.22858,1.404612,10,
638549095261721770,418974,3.266223,1.362692,10,
638549095261831773,418985,3.303457,1.321229,10,
638549095261951768,418997,3.339782,1.280776,10,
638549095262061783,419008,3.377687,1.238565,10,
638549095262171777,419019,3.416241,1.195631,10,
638549095262281785,419030,3.451829,1.155999,10,
638549095262401777,419042,3.490091,1.11339,10,
638549095262502093,419052,3.527739,1.071465,10,
638549095262612086,419063,3.562759,1.032466,10,
638549095262727228,419075,3.60038,0.990571,10,
638549095262837220,419086,3.638994,0.9475698,10,
638549095262947222,419097,3.674374,0.9081702,10,
638549095263057231,419108,3.711529,0.8667936,10,
638549095263172372,419119,3.748884,0.8251948,10,
638549095263282363,419130,3.786022,0.7838368,10,
638549095263402382,419142,3.822686,0.7430077,10,
638549095263502378,419152,3.861982,0.6992474,10,
638549095263612375,419163,3.897232,0.6599922,10,
638549095263732373,419175,3.934048,0.6189938,10,
638549095263842387,419186,3.972949,0.5756731,10,
638549095263952377,419197,4.008805,0.5357437,10,
638549095264062370,419208,4.045646,0.4947171,10,
638549095264172371,419219,4.084392,0.4515686,10,
638549095264282386,419230,4.120043,0.4118676,10,
638549095264399099,419242,4.15743,0.3702326,10,
638549095264499105,419252,4.196004,0.3272762,10,
638549095264609088,419263,4.230816,0.2885089,10,
638549095264725903,419275,4.268131,0.246954,10,
638549095264835884,419285,4.306051,0.2047262,10,
638549095264945881,419296,4.341653,0.1650791,10,
638549095265055904,419308,4.379272,0.1231866,10,
638549095265165891,419318,4.41691,0.0812726,10,
638549095265275892,419330,4.452869,0.04122734,10,
638549095265396243,419341,4.490526,-0.0007076263,10,
638549095265506248,419352,4.528122,-0.04257441,10,
638549095265616244,419363,4.564602,-0.0831995,10,
638549095265720949,419374,4.601773,-0.1245933,10,
638549095265830945,419385,4.639614,-0.1667337,10,
638549095265940948,419396,4.675643,-0.2068567,10,
638549095266060948,419408,4.713144,-0.2486181,10,
638549095266170944,419418,4.751195,-0.2909923,10,
638549095266281193,419430,4.786863,-0.3307128,10,
638549095266391199,419441,4.824114,-0.3721962,10,
638549095266501199,419452,4.862106,-0.4145041,10,
638549095266621198,419464,4.89849,-0.4550223,10,
638549095266721193,419474,4.937696,-0.498682,10,
638549095266831183,419485,4.973232,-0.5382552,10,
638549095266941194,419496,5.009437,-0.5785737,10,
638549095267061190,419508,5.04676,-0.6201372,10,
638549095267171193,419518,5.08503,-0.662755,10,
638549095267281190,419530,5.120844,-0.7026391,10,
638549095267391197,419541,5.158913,-0.7450328,10,
638549095267506322,419552,5.196308,-0.7866755,10,
638549095267616317,419563,5.232772,-0.8272824,10,
638549095267736312,419575,5.269657,-0.8683577,10,
638549095267836325,419585,5.309252,-0.9124517,10,
638549095267946319,419596,5.34347,-0.9505572,10,
638549095268056321,419608,5.380619,-0.9919262,10,
638549095268166328,419619,5.419199,-1.03489,10,
638549095268276327,419630,5.455199,-1.074979,10,
638549095268396321,419641,5.492128,-1.116105,10,
638549095268506325,419652,5.53021,-1.158512,10,
638549095268616318,419663,5.566852,-1.199318,10,
638549095268726316,419675,5.603588,-1.240227,10,
638549095268836322,419685,5.64205,-1.283059,10,
638549095268946324,419696,5.677391,-1.322415,10,
638549095269056330,419707,5.715342,-1.364678,10,
638549095269171432,419719,5.75212,-1.405635,10,
638549095269281422,419730,5.789338,-1.44708,10,
638549095269401439,419742,5.826261,-1.488198,10,
638549095269501705,419752,5.866385,-1.532881,10,
638549095269611715,419763,5.900249,-1.570592,10,
638549095269721713,419774,5.937395,-1.611959,10,
638549095269831710,419785,5.974719,-1.653523,10,
638549095269941723,419796,6.011242,-1.694197,10,
