time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638521427873595252,557318,-17.98634,3.062134,20,-33.68398,-34.63966,20,-7.120099,-34.54599,20,
638521427873665231,557325,-17.94632,3.055321,19.95551,-33.60904,-34.56259,19.95551,-7.104259,-34.46914,19.95551,
638521427873765241,557334,-17.92565,3.051802,19.93252,-33.57033,-34.52278,19.93252,-7.096076,-34.42943,19.93252,
638521427873875256,557346,-17.90001,3.047436,19.904,-33.5223,-34.47339,19.904,-7.085924,-34.38018,19.904,
638521427873985228,557357,-17.87002,3.042332,19.87066,-33.46615,-34.41565,19.87066,-7.074055,-34.32259,19.87066,
638521427874095242,557368,-17.83924,3.037092,19.83644,-33.40851,-34.35637,19.83644,-7.061871,-34.26347,19.83644,
638521427874215249,557380,-17.80965,3.032054,19.80354,-33.35309,-34.29938,19.80354,-7.050157,-34.20664,19.80354,
638521427874315228,557390,-17.77853,3.026756,19.76893,-33.29481,-34.23945,19.76893,-7.037838,-34.14687,19.76893,
638521427874435238,557402,-17.75022,3.021935,19.73745,-33.24178,-34.18491,19.73745,-7.026628,-34.09248,19.73745,
638521427874545245,557412,-17.71975,3.016749,19.70357,-33.18474,-34.12625,19.70357,-7.014569,-34.03397,19.70357,
638521427874655232,557424,-17.69027,3.011729,19.67079,-33.12952,-34.06946,19.67079,-7.002897,-33.97734,19.67079,
638521427874765236,557435,-17.66026,3.006621,19.63743,-33.07333,-34.01168,19.63743,-6.991021,-33.91972,19.63743,
638521427874875235,557446,-17.62953,3.00139,19.60326,-33.01578,-33.9525,19.60326,-6.978856,-33.86069,19.60326,
638521427874985233,557457,-17.60021,2.996397,19.57065,-32.96086,-33.89602,19.57065,-6.967247,-33.80437,19.57065,
638521427875095237,557468,-17.57038,2.991318,19.53748,-32.90499,-33.83857,19.53748,-6.955438,-33.74707,19.53748,
638521427875205239,557479,-17.5406,2.986249,19.50437,-32.84923,-33.78122,19.50437,-6.943651,-33.68988,19.50437,
638521427875315235,557490,-17.51072,2.981162,19.47114,-32.79327,-33.72367,19.47114,-6.931822,-33.63249,19.47114,
638521427875425232,557501,-17.48082,2.976072,19.4379,-32.73729,-33.6661,19.4379,-6.919988,-33.57507,19.4379,
