time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638524908278187060,296772,-16.47671,-12.35118,20,-1.241604,9.419649,20,-4.543818,-11.64772,20,
638524908278257062,296778,-16.43923,-12.32309,19.95451,-1.23878,9.398225,19.95451,-4.533484,-11.62122,19.95451,
638524908278377055,296791,-16.42127,-12.30962,19.93271,-1.237426,9.387955,19.93271,-4.52853,-11.60853,19.93271,
638524908278477056,296801,-16.39291,-12.28836,19.89828,-1.235289,9.37174,19.89828,-4.520709,-11.58848,19.89828,
638524908278587049,296812,-16.36614,-12.2683,19.8658,-1.233272,9.356441,19.8658,-4.513329,-11.56956,19.8658,
638524908278707052,296824,-16.33883,-12.24783,19.83265,-1.231214,9.340828,19.83265,-4.505797,-11.55025,19.83265,
638524908278817056,296835,-16.3106,-12.22666,19.79837,-1.229087,9.324686,19.79837,-4.498011,-11.53029,19.79837,
638524908278937052,296846,-16.28202,-12.20524,19.76369,-1.226933,9.308349,19.76369,-4.49013,-11.51009,19.76369,
638524908279047051,296857,-16.25426,-12.18443,19.72999,-1.224841,9.292479,19.72999,-4.482475,-11.49047,19.72999,
638524908279157048,296869,-16.22686,-12.16389,19.69672,-1.222776,9.276809,19.69672,-4.474916,-11.47109,19.69672,
638524908279267063,296880,-16.19903,-12.14303,19.66294,-1.220679,9.260902,19.66294,-4.467243,-11.45142,19.66294,
638524908279387053,296891,-16.17098,-12.122,19.62889,-1.218565,9.244863,19.62889,-4.459506,-11.43159,19.62889,
638524908279497053,296903,-16.14273,-12.10083,19.5946,-1.216437,9.228715,19.5946,-4.451717,-11.41162,19.5946,
638524908279607056,296914,-16.11504,-12.08007,19.56099,-1.21435,9.212882,19.56099,-4.444079,-11.39204,19.56099,
638524908279727052,296925,-16.08678,-12.05888,19.52669,-1.212221,9.196727,19.52669,-4.436286,-11.37207,19.52669,
638524908279837061,296937,-16.05893,-12.03801,19.49288,-1.210122,9.180806,19.49288,-4.428607,-11.35238,19.49288,
638524908279947057,296948,-16.03103,-12.01709,19.45901,-1.208019,9.164855,19.45901,-4.420912,-11.33266,19.45901,
638524908280057059,296959,-16.00294,-11.99604,19.42492,-1.205903,9.148796,19.42492,-4.413166,-11.3128,19.42492,
638524908280167047,296970,-15.9757,-11.97562,19.39185,-1.20385,9.133223,19.39185,-4.405653,-11.29354,19.39185,
638524908280277056,296981,-15.94853,-11.95525,19.35888,-1.201803,9.117693,19.35888,-4.398162,-11.27434,19.35888,
638524908280397050,296992,-15.9208,-11.93447,19.32522,-1.199713,9.101839,19.32522,-4.390515,-11.25473,19.32522,
638524908280507049,297003,-15.89326,-11.91382,19.29179,-1.197638,9.086093,19.29179,-4.382919,-11.23526,19.29179,
638524908280617051,297015,-15.86595,-11.89334,19.25863,-1.19558,9.070478,19.25863,-4.375387,-11.21596,19.25863,
638524908280727054,297026,-15.83858,-11.87283,19.22541,-1.193517,9.054832,19.22541,-4.367839,-11.19661,19.22541,
638524908280837047,297037,-15.81093,-11.8521,19.19185,-1.191434,9.039025,19.19185,-4.360215,-11.17706,19.19185,
638524908280947055,297048,-15.78385,-11.8318,19.15898,-1.189393,9.023542,19.15898,-4.352746,-11.15792,19.15898,
638524908281057060,297059,-15.75629,-11.81115,19.12553,-1.187317,9.00779,19.12553,-4.345148,-11.13844,19.12553,
638524908281167054,297070,-15.72816,-11.79006,19.09139,-1.185197,8.991709,19.09139,-4.33739,-11.11855,19.09139,
638524908281277062,297081,-15.70084,-11.76958,19.05822,-1.183138,8.976086,19.05822,-4.329854,-11.09924,19.05822,
638524908281387051,297092,-15.67397,-11.74944,19.02561,-1.181113,8.960727,19.02561,-4.322446,-11.08025,19.02561,
638524908281507052,297103,-15.6463,-11.72869,18.99202,-1.179028,8.944907,18.99202,-4.314815,-11.06068,18.99202,
638524908281617049,297114,-15.61888,-11.70814,18.95873,-1.176962,8.92923,18.95873,-4.307252,-11.0413,18.95873,
638524908281727047,297126,-15.59162,-11.6877,18.92564,-1.174907,8.913644,18.92564,-4.299734,-11.02203,18.92564,
638524908281837054,297137,-15.56392,-11.66694,18.89202,-1.172821,8.897813,18.89202,-4.292097,-11.00245,18.89202,
638524908281947057,297148,-15.53623,-11.64619,18.85842,-1.170734,8.881983,18.85842,-4.284461,-10.98287,18.85842,
638524908282067054,297159,-15.50861,-11.62548,18.82489,-1.168653,8.866192,18.82489,-4.276844,-10.96335,18.82489,
638524908282177061,297171,-15.48045,-11.60437,18.7907,-1.166531,8.850091,18.7907,-4.269077,-10.94344,18.7907,
638524908282287049,297182,-15.45302,-11.58381,18.75741,-1.164464,8.834409,18.75741,-4.261513,-10.92405,18.75741,
638524908282397056,297193,-15.42512,-11.56289,18.72354,-1.162361,8.818458,18.72354,-4.253818,-10.90432,18.72354,
638524908282507045,297204,-15.39714,-11.54192,18.68958,-1.160253,8.802465,18.68958,-4.246104,-10.88455,18.68958,
638524908282627060,297216,-15.36956,-11.52124,18.6561,-1.158174,8.786695,18.6561,-4.238496,-10.86505,18.6561,
638524908282737050,297227,-15.34141,-11.50014,18.62193,-1.156054,8.770605,18.62193,-4.230735,-10.84515,18.62193,
638524908282847062,297238,-15.31396,-11.47957,18.58861,-1.153985,8.754912,18.58861,-4.223165,-10.82575,18.58861,
638524908282967054,297249,-15.28589,-11.45852,18.55454,-1.15187,8.738864,18.55454,-4.215424,-10.8059,18.55454,
638524908283077055,297261,-15.25841,-11.43793,18.52118,-1.149799,8.723154,18.52118,-4.207845,-10.78648,18.52118,
638524908283187050,297272,-15.23062,-11.41709,18.48745,-1.147705,8.707268,18.48745,-4.200182,-10.76683,18.48745,
638524908283297041,297283,-15.20303,-11.39641,18.45395,-1.145625,8.691491,18.45395,-4.192572,-10.74732,18.45395,
638524908283407050,297294,-15.17565,-11.37588,18.42072,-1.143562,8.675838,18.42072,-4.185021,-10.72797,18.42072,
638524908283517057,297305,-15.14826,-11.35535,18.38747,-1.141498,8.660178,18.38747,-4.177467,-10.7086,18.38747,
638524908283627054,297316,-15.12074,-11.33472,18.35407,-1.139424,8.644446,18.35407,-4.169878,-10.68915,18.35407,
638524908283747050,297327,-15.09316,-11.31405,18.32059,-1.137346,8.62868,18.32059,-4.162273,-10.66966,18.32059,
638524908283857063,297339,-15.0656,-11.29339,18.28714,-1.13527,8.612926,18.28714,-4.154674,-10.65017,18.28714,
638524908283967057,297349,-15.03809,-11.27277,18.25375,-1.133197,8.597198,18.25375,-4.147087,-10.63073,18.25375,
638524908284077050,297360,-15.01107,-11.25251,18.22095,-1.131161,8.581751,18.22095,-4.139636,-10.61163,18.22095,
638524908284187058,297372,-14.98372,-11.23201,18.18775,-1.129099,8.566113,18.18775,-4.132092,-10.59229,18.18775,
638524908284297046,297383,-14.95617,-11.21136,18.15431,-1.127024,8.550365,18.15431,-4.124496,-10.57282,18.15431,
638524908284407050,297394,-14.92863,-11.19071,18.12088,-1.124948,8.534618,18.12088,-4.1169,-10.55334,18.12088,
638524908284517055,297405,-14.90116,-11.17012,18.08753,-1.122878,8.518912,18.08753,-4.109324,-10.53392,18.08753,
638524908284627053,297416,-14.87376,-11.14959,18.05428,-1.120814,8.503251,18.05428,-4.101769,-10.51456,18.05428,
638524908284737056,297427,-14.84623,-11.12895,18.02086,-1.118739,8.487513,18.02086,-4.094178,-10.4951,18.02086,
638524908284847073,297438,-14.81877,-11.10836,17.98753,-1.11667,8.471811,17.98753,-4.086604,-10.47568,17.98753,
638524908284967054,297449,-14.79139,-11.08784,17.95429,-1.114606,8.456159,17.95429,-4.079054,-10.45633,17.95429,
638524908285077048,297461,-14.76391,-11.06724,17.92094,-1.112536,8.440448,17.92094,-4.071476,-10.4369,17.92094,
638524908285187062,297472,-14.73662,-11.04678,17.88781,-1.110479,8.424844,17.88781,-4.063949,-10.41761,17.88781,
638524908285297043,297483,-14.70895,-11.02604,17.85422,-1.108394,8.409027,17.85422,-4.056319,-10.39805,17.85422,
638524908285407055,297494,-14.68171,-11.00562,17.82116,-1.106342,8.393456,17.82116,-4.048808,-10.3788,17.82116,
638524908285517063,297505,-14.65413,-10.98495,17.78768,-1.104263,8.377688,17.78768,-4.041201,-10.3593,17.78768,
638524908285627053,297516,-14.62696,-10.96458,17.7547,-1.102216,8.362155,17.7547,-4.033708,-10.34009,17.7547,
638524908285737055,297527,-14.59934,-10.94387,17.72117,-1.100134,8.346363,17.72117,-4.02609,-10.32056,17.72117,
638524908285847064,297538,-14.5716,-10.92308,17.6875,-1.098044,8.330505,17.6875,-4.018441,-10.30095,17.6875,
638524908285967050,297549,-14.54423,-10.90257,17.65429,-1.095982,8.314862,17.65429,-4.010895,-10.28161,17.65429,
638524908286077061,297560,-14.51662,-10.88186,17.62076,-1.093901,8.299074,17.62076,-4.003279,-10.26209,17.62076,
638524908286187056,297571,-14.48961,-10.86162,17.58798,-1.091866,8.283632,17.58798,-3.995831,-10.24299,17.58798,
638524908286297058,297583,-14.4621,-10.84099,17.55459,-1.089793,8.267905,17.55459,-3.988244,-10.22355,17.55459,
