time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638524996561857835,881022,31.75619,-9.830872,20,32.25849,-15.65934,20,22.74175,25.67807,20,
638524996561917828,881028,31.67532,-9.805835,19.94907,32.17634,-15.61946,19.94907,22.68384,25.61267,19.94907,
638524996561977827,881035,31.64671,-9.79698,19.93105,32.14729,-15.60536,19.93105,22.66335,25.58954,19.93105,
638524996562097818,881046,31.61278,-9.786475,19.90968,32.11282,-15.58862,19.90968,22.63905,25.5621,19.90968,
638524996562207827,881057,31.56049,-9.770288,19.87675,32.0597,-15.56284,19.87675,22.60161,25.51982,19.87675,
638524996562317825,881068,31.50818,-9.754095,19.84381,32.00657,-15.53705,19.84381,22.56415,25.47753,19.84381,
638524996562427823,881079,31.45531,-9.737725,19.8105,31.95285,-15.51097,19.8105,22.52628,25.43477,19.8105,
638524996562537529,881090,31.40237,-9.721339,19.77717,31.89908,-15.48487,19.77717,22.48837,25.39197,19.77717,
638524996562647532,881102,31.34937,-9.70493,19.74378,31.84524,-15.45873,19.74378,22.45041,25.34911,19.74378,
638524996562757549,881113,31.29602,-9.688416,19.71019,31.79105,-15.43243,19.71019,22.41221,25.30597,19.71019,
638524996562873112,881124,31.24341,-9.672128,19.67705,31.7376,-15.40648,19.67705,22.37453,25.26343,19.67705,
638524996562983126,881135,31.19055,-9.655766,19.64376,31.68391,-15.38042,19.64376,22.33668,25.22069,19.64376,
638524996563093126,881146,31.13797,-9.639489,19.61065,31.6305,-15.35449,19.61065,22.29903,25.17818,19.61065,
638524996563198740,881157,31.08512,-9.623128,19.57736,31.57681,-15.32843,19.57736,22.26118,25.13544,19.57736,
638524996563318736,881168,31.03196,-9.606668,19.54388,31.5228,-15.30221,19.54388,22.2231,25.09245,19.54388,
638524996563428742,881179,30.97915,-9.590321,19.51062,31.46916,-15.27617,19.51062,22.18529,25.04975,19.51062,
638524996563538832,881190,30.92552,-9.573719,19.47685,31.41468,-15.24973,19.47685,22.14688,25.00639,19.47685,
638524996563648841,881202,30.8734,-9.557583,19.44402,31.36173,-15.22403,19.44402,22.10955,24.96424,19.44402,
638524996563758837,881213,30.81926,-9.540825,19.40992,31.30674,-15.19733,19.40992,22.07079,24.92047,19.40992,
638524996563874283,881224,30.76734,-9.524752,19.37722,31.254,-15.17173,19.37722,22.0336,24.87848,19.37722,
638524996563984285,881235,30.71445,-9.508379,19.34391,31.20027,-15.14565,19.34391,21.99573,24.83571,19.34391,
638524996564094302,881246,30.6601,-9.491554,19.30968,31.14507,-15.11885,19.30968,21.95681,24.79177,19.30968,
638524996564205474,881257,30.60887,-9.475693,19.27742,31.09302,-15.09358,19.27742,21.92011,24.75034,19.27742,
638524996564315478,881268,30.55579,-9.459263,19.24399,31.0391,-15.06741,19.24399,21.8821,24.70742,19.24399,
638524996564425477,881279,30.50278,-9.442849,19.2106,30.98525,-15.04127,19.2106,21.84414,24.66455,19.2106,
638524996564535567,881290,30.44942,-9.426332,19.177,30.93105,-15.01496,19.177,21.80593,24.62141,19.177,
638524996564645564,881302,30.39703,-9.410114,19.144,30.87783,-14.98912,19.144,21.76841,24.57905,19.144,
638524996564755565,881313,30.34375,-9.393618,19.11044,30.8237,-14.96285,19.11044,21.73025,24.53596,19.11044,
638524996564871188,881324,30.29118,-9.377343,19.07733,30.7703,-14.93692,19.07733,21.6926,24.49345,19.07733,
