time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638521427722662685,542225,21.77608,10.92931,20,-16.79491,24.28299,20,32.70938,16.23151,20,
638521427722742674,542232,21.7272,10.90477,19.95511,-16.75722,24.22848,19.95511,32.63596,16.19508,19.95511,
638521427722832675,542242,21.70212,10.89219,19.93208,-16.73787,24.20051,19.93208,32.59829,16.17638,19.93208,
638521427722942676,542253,21.67065,10.87639,19.90317,-16.7136,24.16541,19.90317,32.55101,16.15292,19.90317,
638521427723052676,542264,21.63469,10.85834,19.87014,-16.68586,24.12531,19.87014,32.49699,16.12611,19.87014,
638521427723162669,542275,21.59832,10.84009,19.83673,-16.65781,24.08476,19.83673,32.44236,16.099,19.83673,
638521427723272678,542286,21.56172,10.82172,19.80312,-16.62958,24.04394,19.80312,32.38739,16.07172,19.80312,
638521427723392671,542297,21.52577,10.80367,19.7701,-16.60186,24.00385,19.7701,32.33339,16.04493,19.7701,
638521427723502672,542308,21.48922,10.78533,19.73654,-16.57367,23.9631,19.73654,32.2785,16.01769,19.73654,
638521427723612674,542319,21.45308,10.76719,19.70334,-16.54579,23.92279,19.70334,32.2242,15.99074,19.70334,
638521427723722685,542331,21.41717,10.74917,19.67036,-16.5181,23.88275,19.67036,32.17026,15.96398,19.67036,
638521427723832669,542342,21.38029,10.73066,19.6365,-16.48966,23.84163,19.6365,32.11488,15.93649,19.6365,
638521427723942679,542353,21.34402,10.71246,19.60318,-16.46168,23.80119,19.60318,32.06039,15.90946,19.60318,
638521427724052678,542364,21.30847,10.69461,19.57053,-16.43426,23.76154,19.57053,32.00699,15.88296,19.57053,
638521427724162674,542375,21.27217,10.67639,19.53719,-16.40626,23.72106,19.53719,31.95246,15.8559,19.53719,
638521427724272673,542386,21.23597,10.65823,19.50394,-16.37835,23.6807,19.50394,31.89809,15.82892,19.50394,
638521427724392674,542397,21.19932,10.63983,19.47028,-16.35008,23.63982,19.47028,31.84303,15.8016,19.47028,
638521427724502672,542408,21.16309,10.62165,19.437,-16.32213,23.59942,19.437,31.78861,15.77459,19.437,
638521427724612674,542419,21.12704,10.60356,19.4039,-16.29434,23.55923,19.4039,31.73448,15.74773,19.4039,
638521427724722674,542431,21.09059,10.58526,19.37042,-16.26622,23.51858,19.37042,31.67972,15.72055,19.37042,
638521427724832675,542441,21.0541,10.56695,19.3369,-16.23808,23.47789,19.3369,31.62491,15.69335,19.3369,
638521427724942826,542453,21.01816,10.54891,19.30389,-16.21036,23.43781,19.30389,31.57092,15.66656,19.30389,
638521427725052817,542464,20.9819,10.53071,19.27059,-16.18239,23.39737,19.27059,31.51645,15.63954,19.27059,
638521427725162819,542475,20.94523,10.51231,19.23691,-16.15411,23.35648,19.23691,31.46137,15.6122,19.23691,
638521427725272831,542486,20.90947,10.49436,19.20407,-16.12653,23.3166,19.20407,31.40765,15.58555,19.20407,
638521427725392816,542497,20.87289,10.476,19.17048,-16.09832,23.27581,19.17048,31.35271,15.55828,19.17048,
638521427725492815,542508,20.83606,10.45751,19.13665,-16.06991,23.23474,19.13665,31.29739,15.53083,19.13665,
638521427725612819,542519,20.80058,10.43971,19.10407,-16.04255,23.19518,19.10407,31.2441,15.50439,19.10407,
638521427725722813,542531,20.76413,10.42142,19.07059,-16.01444,23.15454,19.07059,31.18935,15.47722,19.07059,
638521427725832829,542541,20.72708,10.40282,19.03656,-15.98586,23.11322,19.03656,31.13369,15.4496,19.03656,
638521427725942815,542553,20.69174,10.38508,19.0041,-15.9586,23.07381,19.0041,31.0806,15.42325,19.0041,
638521427726052816,542564,20.65501,10.36665,18.97037,-15.93028,23.03286,18.97037,31.02544,15.39588,18.97037,
638521427726162832,542575,20.61873,10.34844,18.93705,-15.9023,22.9924,18.93705,30.97095,15.36884,18.93705,
638521427726272815,542586,20.583,10.3305,18.90423,-15.87473,22.95255,18.90423,30.91727,15.3422,18.90423,
638521427726392815,542597,20.54603,10.31195,18.87028,-15.84622,22.91133,18.87028,30.86174,15.31465,18.87028,
638521427726502831,542609,20.50932,10.29353,18.83656,-15.81791,22.87039,18.83656,30.80661,15.28729,18.83656,
638521427726612828,542620,20.4724,10.275,18.80265,-15.78944,22.82922,18.80265,30.75114,15.25976,18.80265,
638521427726722816,542631,20.43536,10.25641,18.76863,-15.76087,22.78792,18.76863,30.69551,15.23216,18.76863,
638521427726842824,542642,20.39914,10.23822,18.73536,-15.73293,22.74752,18.73536,30.64109,15.20515,18.73536,
638521427726952839,542654,20.36263,10.2199,18.70184,-15.70477,22.70681,18.70184,30.58626,15.17794,18.70184,
638521427727062820,542665,20.32552,10.20128,18.66775,-15.67616,22.66543,18.66775,30.53052,15.15028,18.66775,
638521427727182822,542677,20.28901,10.18295,18.63422,-15.648,22.62472,18.63422,30.47568,15.12307,18.63422,
638521427727292824,542687,20.25046,10.16361,18.59881,-15.61826,22.58173,18.59881,30.41777,15.09433,18.59881,
638521427727402939,542698,20.21532,10.14597,18.56654,-15.59116,22.54255,18.56654,30.36499,15.06814,18.56654,
638521427727512924,542710,20.17876,10.12762,18.53296,-15.56296,22.50177,18.53296,30.31007,15.04089,18.53296,
638521427727622930,542721,20.14243,10.10938,18.49959,-15.53494,22.46126,18.49959,30.2555,15.01381,18.49959,
638521427727732923,542732,20.10631,10.09126,18.46642,-15.50709,22.42099,18.46642,30.20125,14.98689,18.46642,
638521427727842924,542743,20.06967,10.07287,18.43277,-15.47883,22.38013,18.43277,30.14621,14.95958,18.43277,
638521427727952942,542754,20.03364,10.05478,18.39968,-15.45104,22.33994,18.39968,30.09208,14.93272,18.39968,
638521427728062931,542765,19.9973,10.03654,18.3663,-15.42301,22.29942,18.3663,30.0375,14.90563,18.3663,
638521427728182927,542776,19.96136,10.01851,18.33329,-15.39529,22.25935,18.33329,29.98352,14.87884,18.33329,
638521427728292935,542787,19.92442,9.999968,18.29937,-15.36681,22.21815,18.29937,29.92804,14.85131,18.29937,
638521427728402929,542799,19.88817,9.981773,18.26607,-15.33885,22.17773,18.26607,29.87358,14.82429,18.26607,
638521427728512932,542810,19.85243,9.963837,18.23325,-15.31128,22.13788,18.23325,29.8199,14.79765,18.23325,
638521427728622921,542821,19.8159,9.945501,18.1997,-15.28311,22.09714,18.1997,29.76503,14.77042,18.1997,
638521427728732932,542832,19.77988,9.927423,18.16661,-15.25533,22.05697,18.16661,29.71092,14.74357,18.16661,
638521427728842916,542843,19.74324,9.909032,18.13296,-15.22707,22.01611,18.13296,29.65588,14.71626,18.13296,
638521427728952924,542854,19.70693,9.890808,18.09961,-15.19906,21.97562,18.09961,29.60134,14.68919,18.09961,
638521427729062925,542865,19.67103,9.872789,18.06664,-15.17137,21.93559,18.06664,29.54741,14.66243,18.06664,
638521427729182932,542876,19.63447,9.854442,18.03306,-15.14318,21.89482,18.03306,29.4925,14.63518,18.03306,
638521427729292932,542887,19.5981,9.836188,17.99966,-15.11513,21.85427,17.99966,29.43787,14.60807,17.99966,
638521427729402925,542898,19.56234,9.81824,17.96682,-15.08755,21.81439,17.96682,29.38416,14.58142,17.96682,
638521427729512921,542910,19.52598,9.799992,17.93342,-15.05951,21.77384,17.93342,29.32954,14.55432,17.93342,
638521427729622928,542921,19.48932,9.781589,17.89975,-15.03123,21.73296,17.89975,29.27447,14.52699,17.89975,
638521427729732924,542932,19.45337,9.763551,17.86674,-15.00351,21.69288,17.86674,29.22048,14.5002,17.86674,
638521427729842916,542943,19.41643,9.745008,17.83281,-14.97501,21.65168,17.83281,29.16499,14.47266,17.83281,
638521427729953041,542954,19.38008,9.726762,17.79942,-14.94697,21.61114,17.79942,29.11038,14.44556,17.79942,
638521427730063035,542965,19.34443,9.708874,17.76668,-14.91949,21.5714,17.76668,29.05684,14.41899,17.76668,
638521427730183049,542976,19.30819,9.690684,17.7334,-14.89153,21.53098,17.7334,29.00241,14.39198,17.7334,
638521427730283040,542987,19.27136,9.672201,17.69957,-14.86313,21.48992,17.69957,28.94709,14.36453,17.69957,
638521427730403039,542998,19.23602,9.654459,17.66711,-14.83587,21.4505,17.66711,28.89399,14.33818,17.66711,
638521427730513061,543009,19.19942,9.636094,17.6335,-14.80765,21.40969,17.6335,28.83903,14.31091,17.6335,
638521427730623047,543021,19.16297,9.617801,17.60002,-14.77953,21.36905,17.60002,28.78428,14.28374,17.60002,
638521427730733038,543032,19.12691,9.599704,17.56691,-14.75173,21.32884,17.56691,28.73012,14.25686,17.56691,
638521427730843034,543043,19.09013,9.581242,17.53312,-14.72335,21.28782,17.53312,28.67486,14.22944,17.53312,
638521427730953029,543054,19.05411,9.563165,17.50004,-14.69558,21.24766,17.50004,28.62076,14.2026,17.50004,
638521427731063047,543065,19.01743,9.544755,17.46635,-14.66729,21.20676,17.46635,28.56567,14.17526,17.46635,
638521427731183049,543076,18.98192,9.526932,17.43374,-14.6399,21.16716,17.43374,28.51232,14.14879,17.43374,
638521427731293047,543087,18.94502,9.508414,17.39985,-14.61144,21.12601,17.39985,28.4569,14.12128,17.39985,
638521427731403053,543098,18.90865,9.49016,17.36645,-14.58339,21.08545,17.36645,28.40227,14.09417,17.36645,
638521427731513053,543109,18.87239,9.47196,17.33314,-14.55542,21.04502,17.33314,28.3478,14.06715,17.33314,
638521427731623040,543120,18.83636,9.453876,17.30005,-14.52763,21.00484,17.30005,28.29368,14.04029,17.30005,
638521427731733036,543132,18.80014,9.435698,17.26678,-14.4997,20.96445,17.26678,28.23928,14.01329,17.26678,
638521427731843044,543143,18.76397,9.417545,17.23357,-14.4718,20.92412,17.23357,28.18495,13.98633,17.23357,
638521427731953035,543154,18.72742,9.399201,17.2,-14.44361,20.88336,17.2,28.13005,13.95909,17.2,
638521427732063037,543165,18.69153,9.381186,17.16703,-14.41593,20.84334,17.16703,28.07613,13.93233,17.16703,
638521427732183045,543176,18.65532,9.363014,17.13378,-14.38801,20.80296,17.13378,28.02175,13.90534,17.13378,
638521427732293053,543187,18.61812,9.344345,17.09961,-14.35932,20.76148,17.09961,27.96587,13.87762,17.09961,
638521427732403140,543198,18.58272,9.326577,17.0671,-14.33201,20.72201,17.0671,27.9127,13.85123,17.0671,
638521427732513147,543209,18.54633,9.308312,17.03368,-14.30395,20.68143,17.03368,27.85803,13.82411,17.03368,
638521427732623136,543220,18.51015,9.290152,17.00044,-14.27604,20.64108,17.00044,27.80368,13.79713,17.00044,
638521427732733145,543232,18.47418,9.272099,16.96741,-14.2483,20.60097,16.96741,27.74966,13.77032,16.96741,
638521427732843140,543243,18.43743,9.253654,16.93365,-14.21995,20.55999,16.93365,27.69445,13.74293,16.93365,
638521427732953139,543254,18.40137,9.235557,16.90054,-14.19214,20.51978,16.90054,27.64029,13.71605,16.90054,
638521427733063132,543265,18.36498,9.217295,16.86712,-14.16408,20.4792,16.86712,27.58564,13.68893,16.86712,
