time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,
638524921223402554,146192,8.620957,2.176452,10,
638524921223482573,146200,8.620957,2.176452,10,
638524921223562569,146208,8.620957,2.176452,10,
638524921223672550,146219,8.620957,2.176452,10,
638524921223782556,146230,8.620957,2.176452,10,
638524921223902562,146242,8.620957,2.176452,10,
638524921224012549,146253,8.620957,2.176452,10,
638524921224122556,146264,8.620957,2.176452,10,
638524921224232555,146275,8.620957,2.176452,10,
638524921224342555,146286,8.620957,2.176452,10,
638524921224452660,146297,8.620957,2.176452,10,
638524921224562750,146308,8.620957,2.176452,10,
638524921224672752,146319,8.620957,2.176452,10,
638524921224782762,146330,8.620957,2.176452,10,
638524921224892762,146341,8.620957,2.176452,10,
638524921225002754,146352,8.620957,2.176452,10,
638524921225112750,146363,8.620957,2.176452,10,
638524921225232756,146375,8.620957,2.176452,10,
638524921225342756,146386,8.620957,2.176452,10,
638524921225458245,146397,8.620957,2.176452,10,
638524921225558275,146408,8.620957,2.176452,10,
638524921225678256,146419,8.620957,2.176452,10,
638524921225788254,146430,8.620957,2.176452,10,
638524921225898262,146441,8.620957,2.176452,10,
638524921226008266,146452,8.620957,2.176452,10,
638524921226118273,146463,8.620957,2.176452,10,
638524921226228263,146475,8.620957,2.176452,10,
638524921226338259,146486,8.620957,2.176452,10,
638524921226448381,146497,8.620957,2.176452,10,
638524921226563578,146508,8.620957,2.176452,10,
638524921226673586,146519,8.620957,2.176452,10,
638524921226783585,146530,8.620957,2.176452,10,
638524921226893585,146541,8.620957,2.176452,10,
638524921227003578,146552,8.620957,2.176452,10,
638524921227123581,146564,8.620957,2.176452,10,
638524921227233585,146575,8.620957,2.176452,10,
638524921227343575,146586,8.620957,2.176452,10,
638524921227459890,146598,8.620957,2.176452,10,
638524921227569897,146609,8.620957,2.176452,10,
638524921227679892,146620,8.620957,2.176452,10,
638524921227799889,146631,8.620957,2.176452,10,
638524921227909902,146643,8.620957,2.176452,10,
638524921228019893,146654,8.620957,2.176452,10,
638524921228139905,146665,8.620957,2.176452,10,
638524921228249903,146676,8.620957,2.176452,10,
638524921228359905,146687,8.620957,2.176452,10,
638524921228470772,146699,8.620957,2.176452,10,
638524921228575971,146710,8.620957,2.176452,10,
638524921228695996,146721,8.620957,2.176452,10,
638524921228805979,146732,8.620957,2.176452,10,
638524921228915972,146743,8.620957,2.176452,10,
638524921229025975,146754,8.620957,2.176452,10,
638524921229135969,146765,8.620957,2.176452,10,
638524921229245973,146776,8.620957,2.176452,10,
638524921229355982,146787,8.620957,2.176452,10,
638524921229471495,146799,8.620957,2.176452,10,
638524921229585855,146810,8.620957,2.176452,10,
638524921229695873,146821,8.620957,2.176452,10,
638524921229805870,146832,8.620957,2.176452,10,
638524921229915854,146843,8.620957,2.176452,10,
