time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,AvoidObject1.x,AvoidObject1.y,AvoidObject1.z,AvoidObject2.x,AvoidObject2.y,AvoidObject2.z,AvoidObject3.x,AvoidObject3.y,AvoidObject3.z,
638521428430021221,612961,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.61409,-5.885445,20,16.36912,11.70717,20,34.15441,-25.96972,20,
638521428430091238,612968,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.56389,-5.871114,19.9513,16.32926,11.67866,19.9513,34.07125,-25.90648,19.9513,
638521428430161227,612975,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.54152,-5.864728,19.9296,16.3115,11.66596,19.9296,34.03419,-25.8783,19.9296,
638521428430281350,612986,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.51999,-5.858579,19.9087,16.2944,11.65373,19.9087,33.9985,-25.85117,19.9087,
638521428430391367,612997,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.48509,-5.848617,19.87485,16.26669,11.63391,19.87485,33.9407,-25.80721,19.87485,
638521428430501353,613008,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.45093,-5.838862,19.8417,16.23956,11.61451,19.8417,33.88409,-25.76417,19.8417,
638521428430611357,613019,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.41635,-5.828989,19.80815,16.2121,11.59487,19.80815,33.8268,-25.7206,19.80815,
638521428430721359,613031,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.38201,-5.819185,19.77483,16.18483,11.57537,19.77483,33.76991,-25.67734,19.77483,
638521428430831352,613042,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.34797,-5.809468,19.74181,16.1578,11.55604,19.74181,33.71352,-25.63447,19.74181,
638521428430941349,613053,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,20.31337,-5.799587,19.70823,16.13032,11.53639,19.70823,33.65617,-25.59086,19.70823,
