time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,AvoidObject1.x,AvoidObject1.y,AvoidObject1.z,AvoidObject2.x,AvoidObject2.y,AvoidObject2.z,AvoidObject3.x,AvoidObject3.y,AvoidObject3.z,
638521428132631562,583221,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.41513,-6.38734,20,-26.07142,-5.519386,20,-20.57354,-22.75025,20,
638521428132701571,583229,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.37637,-6.370165,19.94622,-26.00132,-5.504545,19.94622,-20.51822,-22.68908,19.94622,
638521428132761557,583234,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.35764,-6.361866,19.92024,-25.96744,-5.497374,19.92024,-20.49149,-22.65952,19.92024,
638521428132841559,583242,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.34529,-6.356391,19.90309,-25.9451,-5.492643,19.90309,-20.47385,-22.64002,19.90309,
638521428132951564,583253,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.32822,-6.348828,19.87941,-25.91423,-5.486108,19.87941,-20.44949,-22.61308,19.87941,
638521428133061550,583264,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.30452,-6.33833,19.84654,-25.87138,-5.477036,19.84654,-20.41568,-22.57569,19.84654,
638521428133171554,583276,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.28044,-6.32766,19.81313,-25.82782,-5.467816,19.81313,-20.38131,-22.53769,19.81313,
638521428133281563,583287,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.25634,-6.316978,19.77968,-25.78422,-5.458585,19.77968,-20.3469,-22.49964,19.77968,
638521428133401564,583298,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.23229,-6.306323,19.74632,-25.74073,-5.449378,19.74632,-20.31258,-22.46169,19.74632,
638521428133511552,583309,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.20782,-6.295478,19.71236,-25.69647,-5.440007,19.71236,-20.27765,-22.42307,19.71236,
638521428133611560,583320,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.18405,-6.284945,19.67939,-25.65348,-5.430906,19.67939,-20.24373,-22.38555,19.67939,
638521428133731566,583331,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.16029,-6.27442,19.64643,-25.61052,-5.421811,19.64643,-20.20983,-22.34806,19.64643,
638521428133841550,583342,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.13618,-6.263738,19.61298,-25.56692,-5.41258,19.61298,-20.17542,-22.31002,19.61298,
638521428133951563,583353,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.11217,-6.253095,19.57966,-25.52347,-5.403384,19.57966,-20.14114,-22.27211,19.57966,
638521428134061556,583364,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-14.0882,-6.242476,19.54641,-25.48013,-5.394207,19.54641,-20.10694,-22.23429,19.54641,
