time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,AvoidObject1.x,AvoidObject1.y,AvoidObject1.z,AvoidObject2.x,AvoidObject2.y,AvoidObject2.z,AvoidObject3.x,AvoidObject3.y,AvoidObject3.z,
638525000664880600,1291325,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.93649,-33.29298,20,-23.35085,-22.74075,20,-3.729069,27.92469,20,
638525000664950602,1291331,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.9115,-33.21691,19.9543,-23.29749,-22.68878,19.9543,-3.720548,27.86088,19.9543,
638525000665040614,1291341,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.90005,-33.18206,19.93337,-23.27305,-22.66498,19.93337,-3.716645,27.83165,19.93337,
638525000665150599,1291352,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.88474,-33.13546,19.90537,-23.24037,-22.63315,19.90537,-3.711425,27.79257,19.90537,
638525000665260604,1291363,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.86646,-33.0798,19.87194,-23.20133,-22.59513,19.87194,-3.705191,27.74588,19.87194,
638525000665370601,1291374,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.84859,-33.02541,19.83926,-23.16318,-22.55798,19.83926,-3.699099,27.70026,19.83926,
638525000665480587,1291385,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.83045,-32.97017,19.80608,-23.12444,-22.52025,19.80608,-3.692912,27.65393,19.80608,
638525000665590595,1291396,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.8124,-32.91523,19.77308,-23.08591,-22.48272,19.77308,-3.686758,27.60785,19.77308,
638525000665711031,1291408,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.79409,-32.85949,19.73959,-23.04682,-22.44465,19.73959,-3.680515,27.5611,19.73959,
638525000665821036,1291418,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.77514,-32.80179,19.70493,-23.00635,-22.40524,19.70493,-3.674052,27.5127,19.70493,
638525000665931033,1291429,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.75762,-32.74845,19.67289,-22.96893,-22.36881,19.67289,-3.668078,27.46796,19.67289,
638525000666041041,1291441,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.73953,-32.69341,19.63982,-22.93033,-22.33121,19.63982,-3.661913,27.42179,19.63982,
638525000666151028,1291452,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.72093,-32.63679,19.60581,-22.89061,-22.29254,19.60581,-3.655571,27.3743,19.60581,
638525000666261034,1291463,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.70301,-32.58222,19.57303,-22.85234,-22.25526,19.57303,-3.649458,27.32853,19.57303,
638525000666371141,1291474,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.6848,-32.5268,19.53974,-22.81347,-22.21741,19.53974,-3.643251,27.28205,19.53974,
638525000666481132,1291485,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.66659,-32.47136,19.50643,-22.77459,-22.17954,19.50643,-3.637042,27.23555,19.50643,
638525000666591142,1291496,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.64815,-32.41521,19.4727,-22.7352,-22.14119,19.4727,-3.630752,27.18845,19.4727,
638525000666701141,1291507,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.63009,-32.36024,19.43968,-22.69665,-22.10364,19.43968,-3.624596,27.14235,19.43968,
638525000666821146,1291518,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.61169,-32.30423,19.40603,-22.65737,-22.06538,19.40603,-3.618322,27.09537,19.40603,
638525000666931157,1291529,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.59347,-32.24878,19.37272,-22.61847,-22.02751,19.37272,-3.61211,27.04885,19.37272,
638525000667041147,1291541,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.57537,-32.19365,19.33961,-22.57981,-21.98985,19.33961,-3.605936,27.00262,19.33961,
638525000667151135,1291551,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.55716,-32.13823,19.30631,-22.54094,-21.95199,19.30631,-3.599728,26.95613,19.30631,
638525000667261151,1291563,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.53906,-32.08313,19.27321,-22.50229,-21.91436,19.27321,-3.593557,26.90992,19.27321,
638525000667371148,1291574,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.52071,-32.02725,19.23964,-22.4631,-21.87619,19.23964,-3.587298,26.86305,19.23964,
638525000667481140,1291585,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.50257,-31.97205,19.20648,-22.42439,-21.83849,19.20648,-3.581115,26.81675,19.20648,
638525000667591137,1291596,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.48445,-31.91688,19.17334,-22.38569,-21.80081,19.17334,-3.574936,26.77048,19.17334,
638525000667701150,1291607,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.46616,-31.8612,19.13989,-22.34663,-21.76277,19.13989,-3.568699,26.72377,19.13989,
638525000667811139,1291618,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.4478,-31.80532,19.10633,-22.30745,-21.7246,19.10633,-3.562441,26.67691,19.10633,
638525000667931146,1291629,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-10.42979,-31.75049,19.07338,-22.26899,-21.68715,19.07338,-3.556299,26.63091,19.07338,
