time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,AvoidObject1.x,AvoidObject1.y,AvoidObject1.z,AvoidObject2.x,AvoidObject2.y,AvoidObject2.z,AvoidObject3.x,AvoidObject3.y,AvoidObject3.z,
638520716051489015,277010,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-8.0737,26.34385,20,-17.22495,5.067657,20,-20.00309,29.38936,20,
638520716051569015,277018,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-8.055482,26.2844,19.95487,-17.18608,5.056223,19.95487,-19.95795,29.32304,19.95487,
638520716051669013,277028,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-8.046221,26.25419,19.93193,-17.16632,5.05041,19.93193,-19.93501,29.28933,19.93193,
638520716051779021,277039,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-8.033445,26.2125,19.90029,-17.13906,5.042392,19.90029,-19.90336,29.24283,19.90029,
638520716051899018,277051,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-8.020489,26.17023,19.86819,-17.11142,5.034259,19.86819,-19.87126,29.19567,19.86819,
638520716052009051,277062,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-8.006467,26.12447,19.83345,-17.0815,5.025458,19.83345,-19.83652,29.14462,19.83345,
638520716052119019,277073,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.992841,26.08001,19.7997,-17.05243,5.016905,19.7997,-19.80276,29.09502,19.7997,
638520716052229032,277084,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.979878,26.03772,19.76759,-17.02478,5.008769,19.76759,-19.77065,29.04784,19.76759,
638520716052339035,277095,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.966236,25.9932,19.7338,-16.99567,5.000206,19.7338,-19.73685,28.99818,19.7338,
638520716052459017,277106,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.953242,25.9508,19.7016,-16.96795,4.99205,19.7016,-19.70465,28.95087,19.7016,
638520716052559029,277117,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.93902,25.9044,19.66637,-16.93761,4.983123,19.66637,-19.66941,28.89911,19.66637,
638520716052689017,277130,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.925776,25.86118,19.63357,-16.90936,4.97481,19.63357,-19.6366,28.8509,19.63357,
638520716052799019,277141,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.910835,25.81243,19.59656,-16.87748,4.965432,19.59656,-19.59958,28.79651,19.59656,
638520716052889016,277150,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.896973,25.7672,19.56222,-16.8479,4.95673,19.56222,-19.56524,28.74605,19.56222,
638520716052999020,277161,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.885806,25.73076,19.53456,-16.82408,4.949721,19.53456,-19.53757,28.7054,19.53456,
638520716053119017,277173,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.872612,25.68771,19.50187,-16.79593,4.94144,19.50187,-19.50488,28.65737,19.50187,
638520716053219013,277183,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.858856,25.64283,19.4678,-16.76658,4.932806,19.4678,-19.4708,28.6073,19.4678,
638520716053339024,277195,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.845729,25.59999,19.43528,-16.73858,4.924566,19.43528,-19.43828,28.55951,19.43528,
638520716053449021,277206,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.832112,25.55556,19.40155,-16.70953,4.916019,19.40155,-19.40454,28.50995,19.40155,
638520716053559013,277217,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.818726,25.51188,19.36839,-16.68097,4.907617,19.36839,-19.37138,28.46122,19.36839,
638520716053669032,277228,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-7.805082,25.46737,19.33459,-16.65186,4.899053,19.33459,-19.33757,28.41156,19.33459,
