time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,AvoidObject1.x,AvoidObject1.y,AvoidObject1.z,AvoidObject2.x,AvoidObject2.y,AvoidObject2.z,AvoidObject3.x,AvoidObject3.y,AvoidObject3.z,
638549105905658170,1483367,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.54738,-1.203381,20,-12.53909,-1.165802,20,-16.28407,17.65676,20,
638549105905708164,1483373,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.47173,-1.200401,19.95047,-12.50803,-1.162915,19.95047,-16.24374,17.61304,19.95047,
638549105905793232,1483381,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.44467,-1.199335,19.93276,-12.49693,-1.161883,19.93276,-16.22932,17.5974,19.93276,
638549105905913233,1483393,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.40676,-1.197841,19.90794,-12.48137,-1.160436,19.90794,-16.20911,17.57549,19.90794,
638549105906018321,1483404,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.35438,-1.195778,19.87365,-12.45987,-1.158437,19.87365,-16.18119,17.54521,19.87365,
638549105906128327,1483415,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.30474,-1.193822,19.84114,-12.43949,-1.156542,19.84114,-16.15472,17.51652,19.84114,
638549105906238325,1483426,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.25317,-1.191791,19.80738,-12.41832,-1.154574,19.80738,-16.12723,17.48671,19.80738,
638549105906358311,1483437,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.20202,-1.189776,19.7739,-12.39733,-1.152622,19.7739,-16.09997,17.45715,19.7739,
638549105906458310,1483448,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.15061,-1.18775,19.74023,-12.37622,-1.15066,19.74023,-16.07256,17.42743,19.74023,
638549105906578321,1483459,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.10065,-1.185782,19.70752,-12.35571,-1.148753,19.70752,-16.04593,17.39855,19.70752,
638549105906698316,1483471,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,30.04899,-1.183747,19.6737,-12.33451,-1.146782,19.6737,-16.01839,17.36869,19.6737,
638549105906803415,1483482,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,29.99475,-1.18161,19.63818,-12.31224,-1.144712,19.63818,-15.98947,17.33734,19.63818,
638549105906903414,1483493,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,29.94366,-1.179597,19.60473,-12.29127,-1.142762,19.60473,-15.96224,17.30781,19.60473,
638549105907013406,1483503,22.79336,-10.06877,16.10336,-11.93975,-2.947259,12.63627,-29.76421,-4.90003,19.16763,29.89692,-1.177757,19.57414,-12.27209,-1.140978,19.57414,-15.93733,17.2808,19.57414,
