time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638520715435891568,215450,21.06824,7.536373,20,3.660057,21.77608,20,10.92931,-16.79491,20,
638520715435961585,215457,21.01896,7.518742,19.95321,3.651494,21.72514,19.95321,10.90374,-16.75562,19.95321,
638520715436051565,215466,20.995,7.510172,19.93047,3.647332,21.70037,19.93047,10.89131,-16.73652,19.93047,
638520715436161568,215478,20.96642,7.499949,19.90334,3.642367,21.67083,19.90334,10.87648,-16.71374,19.90334,
638520715436271560,215488,20.93077,7.487198,19.8695,3.636175,21.63399,19.8695,10.85799,-16.68533,19.8695,
638520715436391565,215500,20.8962,7.47483,19.83668,3.630168,21.59825,19.83668,10.84005,-16.65776,19.83668,
638520715436521553,215513,20.86049,7.462057,19.80278,3.623965,21.56135,19.80278,10.82153,-16.6293,19.80278,
638520715436621566,215523,20.82051,7.447755,19.76482,3.617019,21.52002,19.76482,10.80079,-16.59743,19.76482,
638520715436731568,215534,20.78765,7.435999,19.73363,3.61131,21.48605,19.73363,10.78374,-16.57123,19.73363,
638520715436821571,215543,20.75322,7.423686,19.70095,3.60533,21.45048,19.70095,10.76588,-16.54379,19.70095,
638520715436941551,215555,20.72138,7.412295,19.67072,3.599798,21.41756,19.67072,10.74936,-16.51841,19.67072,
638520715437051573,215566,20.68613,7.399684,19.63725,3.593674,21.38112,19.63725,10.73108,-16.4903,19.63725,
638520715437161558,215577,20.65137,7.38725,19.60426,3.587635,21.3452,19.60426,10.71304,-16.46259,19.60426,
638520715437271558,215588,20.61649,7.374773,19.57114,3.581576,21.30915,19.57114,10.69495,-16.43479,19.57114,
638520715437381565,215599,20.58156,7.36228,19.53799,3.575508,21.27305,19.53799,10.67683,-16.40695,19.53799,
638520715437491557,215610,20.54643,7.349713,19.50464,3.569405,21.23674,19.50464,10.65861,-16.37894,19.50464,
638520715437611559,215622,20.51113,7.337086,19.47113,3.563273,21.20025,19.47113,10.6403,-16.3508,19.47113,
638520715437711570,215633,20.47368,7.323689,19.43558,3.556767,21.16154,19.43558,10.62087,-16.32095,19.43558,
638520715437821556,215644,20.44077,7.311916,19.40433,3.551049,21.12753,19.40433,10.60379,-16.29471,19.40433,
638520715437941563,215655,20.40577,7.299398,19.37111,3.54497,21.09136,19.37111,10.58564,-16.26681,19.37111,
638520715438051568,215666,20.37024,7.286686,19.33738,3.538796,21.05462,19.33738,10.56721,-16.23848,19.33738,
638520715438161566,215677,20.33583,7.274379,19.30472,3.532819,21.01907,19.30472,10.54936,-16.21106,19.30472,
638520715438271566,215688,20.30062,7.261782,19.27129,3.526701,20.98267,19.27129,10.53109,-16.18298,19.27129,
638520715438381570,215699,20.26543,7.249194,19.23788,3.520588,20.94629,19.23788,10.51283,-16.15493,19.23788,
638520715438491558,215710,20.2307,7.236772,19.20491,3.514555,20.9104,19.20491,10.49482,-16.12725,19.20491,
638520715438601556,215722,20.19522,7.224081,19.17123,3.508392,20.87373,19.17123,10.47641,-16.09896,19.17123,
638520715438711569,215732,20.15946,7.211288,19.13729,3.502179,20.83676,19.13729,10.45786,-16.07046,19.13729,
638520715438821573,215743,20.12516,7.19902,19.10473,3.496221,20.80132,19.10473,10.44007,-16.04312,19.10473,
638520715438931554,215755,20.09014,7.186491,19.07148,3.490136,20.76511,19.07148,10.4219,-16.01519,19.07148,
638520715439051565,215766,20.05489,7.173882,19.03802,3.484012,20.72868,19.03802,10.40362,-15.98709,19.03802,
638520715439161564,215777,20.01957,7.161247,19.00449,3.477876,20.69217,19.00449,10.38529,-15.95894,19.00449,
638520715439271559,215788,19.98479,7.148806,18.97147,3.471834,20.65623,18.97147,10.36725,-15.93121,18.97147,
638520715439381557,215799,19.94984,7.136305,18.9383,3.465763,20.6201,18.9383,10.34912,-15.90335,18.9383,
638520715439491556,215810,19.91388,7.123441,18.90416,3.459516,20.58293,18.90416,10.33047,-15.87469,18.90416,
638520715439601556,215821,19.87846,7.110771,18.87053,3.453362,20.54632,18.87053,10.31209,-15.84645,18.87053,
638520715439721563,215833,19.84376,7.098359,18.83759,3.447335,20.51046,18.83759,10.29409,-15.81879,18.83759,
