time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638524998550398543,1079876,-1.806309,-7.631584,20,-16.0197,3.973149,20,14.03706,-10.43213,20,
638524998550458545,1079882,-1.801934,-7.6131,19.95156,-15.9809,3.963526,19.95156,14.00306,-10.40687,19.95156,
638524998550538542,1079891,-1.800243,-7.605955,19.93284,-15.9659,3.959807,19.93284,13.98992,-10.3971,19.93284,
638524998550648533,1079902,-1.797994,-7.596453,19.90793,-15.94596,3.95486,19.90793,13.97244,-10.38411,19.90793,
638524998550768533,1079913,-1.794973,-7.583688,19.87448,-15.91916,3.948214,19.87448,13.94896,-10.36666,19.87448,
638524998550868549,1079924,-1.791917,-7.57078,19.84065,-15.89206,3.941494,19.84065,13.92522,-10.34902,19.84065,
638524998550978534,1079935,-1.788992,-7.558422,19.80827,-15.86612,3.93506,19.80827,13.90249,-10.33212,19.80827,
638524998551098547,1079946,-1.785996,-7.545763,19.77509,-15.83955,3.928469,19.77509,13.87921,-10.31482,19.77509,
638524998551207669,1079957,-1.782994,-7.533077,19.74184,-15.81292,3.921865,19.74184,13.85587,-10.29748,19.74184,
638524998551317610,1079968,-1.779956,-7.520243,19.70821,-15.78598,3.915183,19.70821,13.83227,-10.27993,19.70821,
638524998551427602,1079979,-1.776971,-7.50763,19.67516,-15.75951,3.908617,19.67516,13.80907,-10.26269,19.67516,
638524998551537615,1079991,-1.773972,-7.49496,19.64195,-15.73291,3.90202,19.64195,13.78576,-10.24537,19.64195,
638524998551647607,1080002,-1.770907,-7.482012,19.60802,-15.70573,3.89528,19.60802,13.76195,-10.22767,19.60802,
638524998551758333,1080013,-1.767901,-7.469311,19.57473,-15.67907,3.888667,19.57473,13.73859,-10.21031,19.57473,
638524998551868368,1080024,-1.764896,-7.456615,19.54146,-15.65242,3.882057,19.54146,13.71523,-10.19296,19.54146,
638524998551988364,1080035,-1.761882,-7.443881,19.50809,-15.62569,3.875427,19.50809,13.69181,-10.17555,19.50809,
638524998552098370,1080046,-1.758907,-7.431311,19.47515,-15.5993,3.868883,19.47515,13.66869,-10.15837,19.47515,
638524998552207067,1080057,-1.755877,-7.418508,19.4416,-15.57242,3.862218,19.4416,13.64514,-10.14087,19.4416,
638524998552316999,1080068,-1.752892,-7.405896,19.40854,-15.54595,3.855652,19.40854,13.62194,-10.12362,19.40854,
638524998552427007,1080079,-1.749834,-7.392976,19.37469,-15.51883,3.848925,19.37469,13.59818,-10.10596,19.37469,
638524998552537004,1080091,-1.74688,-7.380496,19.34198,-15.49263,3.842428,19.34198,13.57522,-10.0889,19.34198,
638524998552647005,1080102,-1.743858,-7.36773,19.30852,-15.46584,3.835782,19.30852,13.55174,-10.07145,19.30852,
638524998552767004,1080113,-1.740856,-7.355044,19.27528,-15.43921,3.829177,19.27528,13.52841,-10.05411,19.27528,
638524998552877010,1080124,-1.7378,-7.342135,19.24145,-15.41211,3.822457,19.24145,13.50467,-10.03647,19.24145,
638524998552977003,1080135,-1.734768,-7.329323,19.20787,-15.38521,3.815786,19.20787,13.4811,-10.01895,19.20787,
638524998553097006,1080146,-1.731842,-7.316963,19.17548,-15.35927,3.809351,19.17548,13.45837,-10.00206,19.17548,
