time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638549102208108515,1113613,32.59707,-14.94241,20,-3.83073,-13.35713,20,-9.448032,8.383117,20,
638549102208168509,1113618,32.51365,-14.90417,19.94882,-3.820927,-13.32295,19.94882,-9.423854,8.361664,19.94882,
638549102208228501,1113625,32.48168,-14.88951,19.9292,-3.81717,-13.30984,19.9292,-9.414587,8.353441,19.9292,
638549102208353599,1113637,32.4511,-14.87549,19.91044,-3.813576,-13.29731,19.91044,-9.405723,8.345576,19.91044,
638549102208463590,1113648,32.39242,-14.84859,19.87444,-3.80668,-13.27327,19.87444,-9.388716,8.330486,19.87444,
638549102208563605,1113658,32.33886,-14.82404,19.84157,-3.800386,-13.25132,19.84157,-9.373191,8.316711,19.84157,
638549102208673608,1113669,32.28869,-14.80105,19.81079,-3.794491,-13.23077,19.81079,-9.358651,8.303811,19.81079,
638549102208783603,1113680,32.23518,-14.77652,19.77796,-3.788202,-13.20884,19.77796,-9.343142,8.29005,19.77796,
638549102208898685,1113691,32.18105,-14.75171,19.74475,-3.781841,-13.18666,19.74475,-9.327453,8.27613,19.74475,
638549102209003812,1113702,32.12606,-14.7265,19.71101,-3.775378,-13.16413,19.71101,-9.311514,8.261988,19.71101,
638549102209123809,1113714,32.07203,-14.70173,19.67786,-3.769029,-13.14199,19.67786,-9.295854,8.248093,19.67786,
638549102209233798,1113725,32.01576,-14.67594,19.64334,-3.762416,-13.11893,19.64334,-9.279545,8.233623,19.64334,
638549102209343816,1113736,31.96306,-14.65178,19.611,-3.756223,-13.09733,19.611,-9.264269,8.220069,19.611,
638549102209453803,1113747,31.90919,-14.62708,19.57795,-3.749892,-13.07526,19.57795,-9.248654,8.206214,19.57795,
638549102209563809,1113758,31.85285,-14.60126,19.54338,-3.743272,-13.05217,19.54338,-9.232327,8.191726,19.54338,
638549102209673817,1113769,31.80006,-14.57706,19.51099,-3.737067,-13.03054,19.51099,-9.217024,8.178148,19.51099,
638549102209783808,1113780,31.7453,-14.55196,19.47739,-3.730633,-13.0081,19.47739,-9.201154,8.164066,19.47739,
638549102209893812,1113791,31.69164,-14.52736,19.44447,-3.724326,-12.98611,19.44447,-9.185599,8.150265,19.44447,
638549102210003804,1113802,31.63731,-14.50246,19.41114,-3.717942,-12.96385,19.41114,-9.169854,8.136294,19.41114,
638549102210113801,1113813,31.58403,-14.47803,19.37845,-3.711681,-12.94202,19.37845,-9.154411,8.122592,19.37845,
638549102210233806,1113825,31.52866,-14.45265,19.34447,-3.705173,-12.91933,19.34447,-9.138362,8.108352,19.34447,
638549102210333803,1113835,31.47423,-14.4277,19.31108,-3.698777,-12.89703,19.31108,-9.122585,8.094354,19.31108,
638549102210453803,1113847,31.421,-14.4033,19.27842,-3.692521,-12.87521,19.27842,-9.107156,8.080664,19.27842,
638549102210563800,1113858,31.36523,-14.37773,19.2442,-3.685967,-12.85236,19.2442,-9.090991,8.066321,19.2442,
