time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638520715263979725,198259,-9.769748,1.768799,20,10.17334,-16.47671,20,-12.35118,-1.241604,20,
638520715264029732,198264,-9.746523,1.764594,19.95246,10.14915,-16.43754,19.95246,-12.32182,-1.238652,19.95246,
638520715264119726,198273,-9.737367,1.762936,19.93371,10.13962,-16.4221,19.93371,-12.31025,-1.237489,19.93371,
638520715264229721,198284,-9.725801,1.760843,19.91004,10.12758,-16.40259,19.91004,-12.29562,-1.236019,19.91004,
638520715264339727,198295,-9.709551,1.7579,19.87677,10.11065,-16.37519,19.87677,-12.27508,-1.233954,19.87677,
638520715264449723,198306,-9.693157,1.754932,19.84321,10.09358,-16.34754,19.84321,-12.25436,-1.23187,19.84321,
638520715264559729,198317,-9.677162,1.752036,19.81046,10.07693,-16.32056,19.81046,-12.23413,-1.229838,19.81046,
638520715264669739,198328,-9.661027,1.749115,19.77743,10.06013,-16.29335,19.77743,-12.21374,-1.227787,19.77743,
638520715264779729,198339,-9.644656,1.746151,19.74392,10.04308,-16.26574,19.74392,-12.19304,-1.225707,19.74392,
638520715264889723,198350,-9.628261,1.743183,19.71036,10.02601,-16.23809,19.71036,-12.17231,-1.223623,19.71036,
638520715265009743,198362,-9.61202,1.740243,19.67711,10.00909,-16.2107,19.67711,-12.15178,-1.221559,19.67711,
638520715265109723,198372,-9.595451,1.737243,19.64319,9.991841,-16.18275,19.64319,-12.13083,-1.219453,19.64319,
638520715265229722,198384,-9.579486,1.734353,19.61051,9.975217,-16.15583,19.61051,-12.11065,-1.217425,19.61051,
638520715265339735,198395,-9.563006,1.731369,19.57677,9.958056,-16.12804,19.57677,-12.08982,-1.21533,19.57677,
638520715265459733,198407,-9.546763,1.728428,19.54352,9.941143,-16.10064,19.54352,-12.06928,-1.213266,19.54352,
638520715265569731,198418,-9.528054,1.725041,19.50522,9.92166,-16.06909,19.50522,-12.04563,-1.210888,19.50522,
638520715265669745,198428,-9.512588,1.722241,19.47356,9.905555,-16.043,19.47356,-12.02608,-1.208923,19.47356,
638520715265779725,198439,-9.498551,1.7197,19.44483,9.890939,-16.01933,19.44483,-12.00833,-1.207139,19.44483,
638520715265889724,198450,-9.48197,1.716698,19.41088,9.873672,-15.99137,19.41088,-11.98737,-1.205032,19.41088,
638520715265999735,198461,-9.465349,1.713688,19.37686,9.856365,-15.96334,19.37686,-11.96636,-1.202919,19.37686,
638520715266109734,198472,-9.449478,1.710815,19.34437,9.839839,-15.93657,19.34437,-11.94629,-1.200902,19.34437,
638520715266229729,198484,-9.433018,1.707835,19.31067,9.822699,-15.90881,19.31067,-11.92548,-1.19881,19.31067,
638520715266339737,198495,-9.416473,1.70484,19.27681,9.805471,-15.88091,19.27681,-11.90457,-1.196708,19.27681,
638520715266449726,198506,-9.400352,1.701921,19.2438,9.788684,-15.85373,19.2438,-11.88419,-1.194659,19.2438,
638520715266559727,198517,-9.384205,1.698997,19.21075,9.771869,-15.82649,19.21075,-11.86377,-1.192607,19.21075,
638520715266669722,198528,-9.367535,1.695979,19.17662,9.754509,-15.79838,19.17662,-11.8427,-1.190488,19.17662,
638520715266779734,198539,-9.351317,1.693043,19.14342,9.737621,-15.77103,19.14342,-11.8222,-1.188427,19.14342,
638520715266889725,198550,-9.335676,1.690211,19.1114,9.721334,-15.74465,19.1114,-11.80242,-1.186439,19.1114,
638520715266999725,198561,-9.318518,1.687105,19.07628,9.703467,-15.71571,19.07628,-11.78073,-1.184259,19.07628,
