time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,AvoidObject1.x,AvoidObject1.y,AvoidObject1.z,AvoidObject2.x,AvoidObject2.y,AvoidObject2.z,AvoidObject3.x,AvoidObject3.y,AvoidObject3.z,
638520715764310170,248292,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.519386,-20.57354,20,-22.75025,-16.55,20,1.76717,-24.23748,20,
638520715764360170,248297,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.506019,-20.52371,19.95156,-22.69515,-16.50992,19.95156,1.76289,-24.17878,19.95156,
638520715764450291,248306,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.500839,-20.5044,19.93279,-22.6738,-16.49438,19.93279,1.761231,-24.15603,19.93279,
638520715764564881,248317,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.493754,-20.47799,19.90712,-22.6446,-16.47314,19.90712,1.758963,-24.12492,19.90712,
638520715764674879,248329,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.484383,-20.44306,19.87316,-22.60597,-16.44504,19.87316,1.755963,-24.08377,19.87316,
638520715764800090,248341,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.475184,-20.40877,19.83983,-22.56805,-16.41746,19.83983,1.753017,-24.04337,19.83983,
638520715764910097,248352,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.464877,-20.37035,19.80248,-22.52557,-16.38655,19.80248,1.749717,-23.99811,19.80248,
638520715765000099,248361,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.455472,-20.33529,19.7684,-22.4868,-16.35835,19.7684,1.746706,-23.95681,19.7684,
638520715765120085,248373,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.447889,-20.30703,19.74092,-22.45555,-16.33561,19.74092,1.744278,-23.92351,19.74092,
638520715765230086,248384,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.438663,-20.27264,19.70749,-22.41752,-16.30795,19.70749,1.741324,-23.88299,19.70749,
638520715765340090,248395,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.429189,-20.23732,19.67316,-22.37846,-16.27954,19.67316,1.73829,-23.84139,19.67316,
638520715765450203,248406,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.420179,-20.20374,19.64051,-22.34133,-16.25252,19.64051,1.735406,-23.80182,19.64051,
638520715765564626,248417,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.411094,-20.16987,19.60759,-22.30388,-16.22528,19.60759,1.732497,-23.76193,19.60759,
638520715765674622,248428,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.401829,-20.13534,19.57401,-22.26569,-16.1975,19.57401,1.729531,-23.72124,19.57401,
638520715765779808,248439,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.392693,-20.10128,19.54091,-22.22803,-16.1701,19.54091,1.726606,-23.68113,19.54091,
638520715765889927,248450,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.383591,-20.06736,19.50793,-22.19052,-16.14281,19.50793,1.723691,-23.64116,19.50793,
638520715766009933,248462,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.374232,-20.03247,19.47402,-22.15194,-16.11475,19.47402,1.720695,-23.60006,19.47402,
638520715766119923,248473,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.364837,-19.99745,19.43997,-22.11321,-16.08658,19.43997,1.717687,-23.5588,19.43997,
638520715766229923,248484,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.355838,-19.96391,19.40736,-22.07612,-16.0596,19.40736,1.714806,-23.51928,19.40736,
638520715766339939,248495,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.346686,-19.92979,19.3742,-22.0384,-16.03215,19.3742,1.711875,-23.4791,19.3742,
638520715766450193,248506,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.337088,-19.89401,19.33942,-21.99884,-16.00337,19.33942,1.708802,-23.43694,19.33942,
638520715766564725,248517,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.328146,-19.86068,19.30702,-21.96198,-15.97656,19.30702,1.705939,-23.39768,19.30702,
638520715766674720,248528,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.318896,-19.8262,19.2735,-21.92385,-15.94882,19.2735,1.702978,-23.35706,19.2735,
638520715766779893,248539,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.309842,-19.79246,19.24069,-21.88653,-15.92168,19.24069,1.700079,-23.3173,19.24069,
638520715766900014,248551,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.300536,-19.75777,19.20697,-21.84817,-15.89377,19.20697,1.697099,-23.27643,19.20697,
638520715767000011,248562,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.29124,-19.72312,19.17329,-21.80986,-15.8659,19.17329,1.694123,-23.23561,19.17329,
638520715767120002,248573,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.282271,-19.68969,19.14079,-21.77289,-15.839,19.14079,1.691251,-23.19623,19.14079,
638520715767230002,248584,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.273077,-19.65542,19.10748,-21.73499,-15.81143,19.10748,1.688308,-23.15586,19.10748,
638520715767340012,248595,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.263628,-19.6202,19.07323,-21.69604,-15.7831,19.07323,1.685282,-23.11436,19.07323,
638520715767450102,248606,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.254835,-19.58742,19.04137,-21.6598,-15.75673,19.04137,1.682467,-23.07575,19.04137,
638520715767563656,248617,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.245494,-19.5526,19.00753,-21.6213,-15.72872,19.00753,1.679476,-23.03473,19.00753,
638520715767673662,248628,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.236023,-19.5173,18.97321,-21.58226,-15.70032,18.97321,1.676444,-22.99314,18.97321,
638520715767778816,248639,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.227196,-19.4844,18.94122,-21.54587,-15.67385,18.94122,1.673618,-22.95437,18.94122,
638520715767898955,248650,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.217787,-19.44933,18.90713,-21.50709,-15.64564,18.90713,1.670606,-22.91306,18.90713,
638520715768008959,248662,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.208625,-19.41518,18.87393,-21.46933,-15.61817,18.87393,1.667672,-22.87283,18.87393,
638520715768118949,248673,16.02249,0.3611731,18.268,16.47737,25.51203,16.56779,1.885945,6.16603,4.174391,-5.198843,-19.37871,18.83848,-21.42901,-15.58883,18.83848,1.66454,-22.82987,18.83848,
