time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638524921823705716,206222,26.67791,23.13301,20,-17.07106,26.88647,20,-22.72736,12.59563,20,
638524921823765713,206229,26.60898,23.07325,19.94833,-17.02695,26.81701,19.94833,-22.66864,12.56309,19.94833,
638524921823825728,206234,26.58366,23.05129,19.92934,-17.01075,26.79149,19.92934,-22.64707,12.55113,19.92934,
638524921823935720,206246,26.55911,23.03,19.91094,-16.99504,26.76676,19.91094,-22.62616,12.53954,19.91094,
638524921824045837,206257,26.51503,22.99178,19.87789,-16.96683,26.72232,19.87789,-22.5886,12.51873,19.87789,
638524921824165839,206268,26.47101,22.95361,19.84489,-16.93867,26.67796,19.84489,-22.5511,12.49795,19.84489,
638524921824275834,206279,26.4266,22.91509,19.8116,-16.91025,26.6332,19.8116,-22.51326,12.47698,19.8116,
638524921824385841,206290,26.38208,22.8765,19.77823,-16.88176,26.58834,19.77823,-22.47534,12.45596,19.77823,
638524921824495838,206301,26.33773,22.83804,19.74498,-16.85338,26.54364,19.74498,-22.43756,12.43502,19.74498,
638524921824605837,206312,26.2931,22.79934,19.71152,-16.82483,26.49867,19.71152,-22.39954,12.41395,19.71152,
638524921824715829,206323,26.24872,22.76085,19.67825,-16.79642,26.45393,19.67825,-22.36173,12.39299,19.67825,
638524921824905838,206342,26.20374,22.72185,19.64453,-16.76764,26.4086,19.64453,-22.32341,12.37176,19.64453,
638524921824975836,206349,26.1307,22.65852,19.58977,-16.7209,26.33499,19.58977,-22.26119,12.33727,19.58977,
638524921825035845,206355,26.10164,22.63333,19.56799,-16.70231,26.30571,19.56799,-22.23644,12.32356,19.56799,
638524921825145830,206367,26.07531,22.61049,19.54824,-16.68546,26.27917,19.54824,-22.214,12.31112,19.54824,
638524921825265832,206378,26.03086,22.57194,19.51492,-16.65701,26.23437,19.51492,-22.17613,12.29014,19.51492,
638524921825375837,206389,25.98559,22.53269,19.48098,-16.62804,26.18875,19.48098,-22.13756,12.26876,19.48098,
638524921825485836,206400,25.94118,22.49418,19.44769,-16.59963,26.14399,19.44769,-22.09973,12.2478,19.44769,
638524921825595834,206411,25.89745,22.45627,19.41491,-16.57165,26.09992,19.41491,-22.06248,12.22715,19.41491,
638524921825705836,206422,25.85265,22.41742,19.38132,-16.54298,26.05478,19.38132,-22.02432,12.206,19.38132,
638524921825815838,206433,25.80822,22.37889,19.34801,-16.51455,26.00999,19.34801,-21.98646,12.18502,19.34801,
