time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,
638524907995242106,268477,-9.560319,0.6691875,10,
638524907995312102,268485,-9.560319,0.6691875,10,
638524907995412113,268494,-9.560319,0.6691875,10,
638524907995522095,268505,-9.560319,0.6691875,10,
638524907995632102,268516,-9.560319,0.6691875,10,
638524907995742109,268528,-9.560319,0.6691875,10,
638524907995852094,268539,-9.560319,0.6691875,10,
638524907995972106,268550,-9.560319,0.6691875,10,
638524907996072110,268561,-9.560319,0.6691875,10,
638524907996182102,268572,-9.560319,0.6691875,10,
638524907996302097,268583,-9.560319,0.6691875,10,
638524907996412097,268594,-9.560319,0.6691875,10,
638524907996522104,268605,-9.560319,0.6691875,10,
638524907996632096,268616,-9.560319,0.6691875,10,
638524907996742107,268627,-9.560319,0.6691875,10,
638524907996852096,268639,-9.560319,0.6691875,10,
638524907996962101,268650,-9.560319,0.6691875,10,
638524907997072101,268661,-9.560319,0.6691875,10,
638524907997182109,268672,-9.560319,0.6691875,10,
638524907997302102,268683,-9.560319,0.6691875,10,
638524907997412095,268694,-9.560319,0.6691875,10,
638524907997522094,268705,-9.560319,0.6691875,10,
638524907997632100,268716,-9.560319,0.6691875,10,
638524907997742096,268727,-9.560319,0.6691875,10,
638524907997852096,268738,-9.560319,0.6691875,10,
638524907997962095,268750,-9.560319,0.6691875,10,
638524907998072092,268761,-9.560319,0.6691875,10,
638524907998182102,268772,-9.560319,0.6691875,10,
638524907998302103,268783,-9.560319,0.6691875,10,
638524907998412105,268794,-9.560319,0.6691875,10,
638524907998522092,268805,-9.560319,0.6691875,10,
638524907998632101,268816,-9.560319,0.6691875,10,
638524907998742108,268827,-9.560319,0.6691875,10,
638524907998852110,268839,-9.560319,0.6691875,10,
638524907998972098,268850,-9.560319,0.6691875,10,
638524907999082101,268861,-9.560319,0.6691875,10,
638524907999192114,268872,-9.560319,0.6691875,10,
638524907999302122,268884,-9.560319,0.6691875,10,
638524907999422103,268895,-9.560319,0.6691875,10,
638524907999532095,268906,-9.560319,0.6691875,10,
638524907999642104,268917,-9.560319,0.6691875,10,
638524907999752099,268929,-9.560319,0.6691875,10,
638524907999872103,268940,-9.560319,0.6691875,10,
638524907999982103,268951,-9.560319,0.6691875,10,
638524908000092096,268962,-9.560319,0.6691875,10,
638524908000202097,268974,-9.560319,0.6691875,10,
638524908000312095,268985,-9.560319,0.6691875,10,
638524908000422101,268996,-9.560319,0.6691875,10,
638524908000532116,269007,-9.560319,0.6691875,10,
638524908000642108,269018,-9.560319,0.6691875,10,
638524908000762111,269029,-9.560319,0.6691875,10,
638524908000872117,269040,-9.560319,0.6691875,10,
638524908000982105,269051,-9.560319,0.6691875,10,
638524908001092104,269062,-9.560319,0.6691875,10,
638524908001202112,269074,-9.560319,0.6691875,10,
638524908001312094,269084,-9.560319,0.6691875,10,
638524908001422101,269096,-9.560319,0.6691875,10,
638524908001542105,269107,-9.560319,0.6691875,10,
638524908001642113,269118,-9.560319,0.6691875,10,
638524908001752092,269129,-9.560319,0.6691875,10,
638524908001872103,269140,-9.560319,0.6691875,10,
638524908001982105,269151,-9.560319,0.6691875,10,
638524908002092095,269162,-9.560319,0.6691875,10,
638524908002202111,269173,-9.560319,0.6691875,10,
638524908002312101,269184,-9.560319,0.6691875,10,
638524908002422107,269195,-9.560319,0.6691875,10,
638524908002542106,269207,-9.560319,0.6691875,10,
638524908002642096,269218,-9.560319,0.6691875,10,
638524908002760248,269229,-9.560319,0.6691875,10,
638524908002875896,269240,-9.560319,0.6691875,10,
638524908002975828,269251,-9.560319,0.6691875,10,
638524908003085816,269262,-9.560319,0.6691875,10,
638524908003205819,269273,-9.560319,0.6691875,10,
638524908003315813,269284,-9.560319,0.6691875,10,
638524908003425823,269295,-9.560319,0.6691875,10,
638524908003535822,269307,-9.560319,0.6691875,10,
638524908003645828,269318,-9.560319,0.6691875,10,
638524908003756988,269329,-9.560319,0.6691875,10,
638524908003869342,269340,-9.560319,0.6691875,10,
638524908003975394,269351,-9.560319,0.6691875,10,
638524908004085393,269362,-9.560319,0.6691875,10,
638524908004205389,269373,-9.560319,0.6691875,10,
638524908004315385,269385,-9.560319,0.6691875,10,
638524908004425387,269395,-9.560319,0.6691875,10,
638524908004535386,269406,-9.560319,0.6691875,10,
638524908004645389,269418,-9.560319,0.6691875,10,
638524908004760183,269429,-9.560319,0.6691875,10,
638524908004870189,269440,-9.560319,0.6691875,10,
638524908004976053,269451,-9.560319,0.6691875,10,
638524908005086038,269462,-9.560319,0.6691875,10,
638524908005196050,269473,-9.560319,0.6691875,10,
638524908005316037,269485,-9.560319,0.6691875,10,
638524908005426052,269495,-9.560319,0.6691875,10,
638524908005536043,269506,-9.560319,0.6691875,10,
638524908005646041,269517,-9.560319,0.6691875,10,
638524908005756043,269529,-9.560319,0.6691875,10,
638524908005872233,269540,-9.560319,0.6691875,10,
638524908005982120,269551,-9.560319,0.6691875,10,
638524908006092124,269562,-9.560319,0.6691875,10,
638524908006202125,269573,-9.560319,0.6691875,10,
638524908006312114,269584,-9.560319,0.6691875,10,
638524908006422126,269595,-9.560319,0.6691875,10,
638524908006532134,269606,-9.560319,0.6691875,10,
638524908006642127,269617,-9.560319,0.6691875,10,
638524908006752128,269629,-9.560319,0.6691875,10,
638524908006872126,269640,-9.560319,0.6691875,10,
638524908006982110,269651,-9.560319,0.6691875,10,
638524908007092118,269662,-9.560319,0.6691875,10,
638524908007202126,269673,-9.560319,0.6691875,10,
638524908007312129,269684,-9.560319,0.6691875,10,
638524908007422111,269695,-9.560319,0.6691875,10,
638524908007532132,269706,-9.560319,0.6691875,10,
638524908007642114,269717,-9.560319,0.6691875,10,
638524908007757276,269729,-9.560319,0.6691875,10,
638524908007867275,269740,-9.560319,0.6691875,10,
638524908007972619,269751,-9.560319,0.6691875,10,
638524908008082620,269762,-9.560319,0.6691875,10,
638524908008202668,269774,-9.560319,0.6691875,10,
638524908008312627,269784,-9.560319,0.6691875,10,
638524908008422619,269795,-9.560319,0.6691875,10,
638524908008532615,269806,-9.560319,0.6691875,10,
638524908008642624,269818,-9.560319,0.6691875,10,
638524908008752630,269828,-9.560319,0.6691875,10,
638524908008862636,269840,-9.560319,0.6691875,10,
638524908008972622,269851,-9.560319,0.6691875,10,
638524908009082633,269862,-9.560319,0.6691875,10,
638524908009202644,269873,-9.560319,0.6691875,10,
638524908009312624,269884,-9.560319,0.6691875,10,
638524908009422697,269895,-9.560319,0.6691875,10,
638524908009532634,269907,-9.560319,0.6691875,10,
638524908009642622,269917,-9.560319,0.6691875,10,
638524908009747792,269928,-9.560319,0.6691875,10,
638524908009867795,269940,-9.560319,0.6691875,10,
638524908009977802,269951,-9.560319,0.6691875,10,
638524908010087804,269962,-9.560319,0.6691875,10,
638524908010197817,269973,-9.560319,0.6691875,10,
638524908010307797,269984,-9.560319,0.6691875,10,
638524908010417802,269995,-9.560319,0.6691875,10,
638524908010527815,270006,-9.560319,0.6691875,10,
638524908010637798,270017,-9.560319,0.6691875,10,
638524908010757799,270029,-9.560319,0.6691875,10,
638524908010867794,270040,-9.560319,0.6691875,10,
638524908010980205,270051,-9.560319,0.6691875,10,
638524908011090206,270062,-9.560319,0.6691875,10,
638524908011200216,270073,-9.560319,0.6691875,10,
638524908011310212,270084,-9.560319,0.6691875,10,
638524908011420206,270095,-9.560319,0.6691875,10,
638524908011530204,270106,-9.560319,0.6691875,10,
638524908011640203,270117,-9.560319,0.6691875,10,
638524908011750198,270128,-9.560319,0.6691875,10,
638524908011860195,270139,-9.560319,0.6691875,10,
638524908011980395,270151,-9.560319,0.6691875,10,
638524908012080400,270162,-9.560319,0.6691875,10,
638524908012195559,270173,-9.560319,0.6691875,10,
638524908012305557,270184,-9.560319,0.6691875,10,
638524908012415555,270195,-9.560319,0.6691875,10,
638524908012535545,270206,-9.560319,0.6691875,10,
638524908012635555,270217,-9.560319,0.6691875,10,
638524908012755543,270229,-9.560319,0.6691875,10,
638524908012865558,270239,-9.560319,0.6691875,10,
638524908012975649,270251,-9.560319,0.6691875,10,
638524908013085654,270262,-9.560319,0.6691875,10,
638524908013195640,270273,-9.560319,0.6691875,10,
638524908013305690,270284,-9.560319,0.6691875,10,
638524908013415641,270295,-9.560319,0.6691875,10,
638524908013525654,270306,-9.560319,0.6691875,10,
638524908013635646,270317,-9.560319,0.6691875,10,
638524908013755646,270328,-9.560319,0.6691875,10,
638524908013865651,270340,-9.560319,0.6691875,10,
638524908013975647,270350,-9.560319,0.6691875,10,
638524908014085651,270362,-9.560319,0.6691875,10,
638524908014195656,270373,-9.560319,0.6691875,10,
638524908014305653,270384,-9.560319,0.6691875,10,
638524908014415646,270395,-9.560319,0.6691875,10,
638524908014525657,270406,-9.560319,0.6691875,10,
638524908014635649,270417,-9.560319,0.6691875,10,
638524908014755645,270428,-9.560319,0.6691875,10,
638524908014865664,270439,-9.560319,0.6691875,10,
638524908014975649,270450,-9.560319,0.6691875,10,
638524908015085646,270462,-9.560319,0.6691875,10,
638524908015195661,270473,-9.560319,0.6691875,10,
638524908015305649,270484,-9.560319,0.6691875,10,
638524908015415654,270495,-9.560319,0.6691875,10,
638524908015525658,270506,-9.560319,0.6691875,10,
638524908015635643,270517,-9.560319,0.6691875,10,
638524908015745640,270528,-9.560319,0.6691875,10,
638524908015865652,270539,-9.560319,0.6691875,10,
638524908015975648,270550,-9.560319,0.6691875,10,
638524908016085642,270562,-9.560319,0.6691875,10,
638524908016191706,270573,-9.560319,0.6691875,10,
638524908016301700,270584,-9.560319,0.6691875,10,
638524908016421703,270595,-9.560319,0.6691875,10,
638524908016531708,270606,-9.560319,0.6691875,10,
638524908016641719,270617,-9.560319,0.6691875,10,
638524908016751703,270628,-9.560319,0.6691875,10,
638524908016861726,270639,-9.560319,0.6691875,10,
638524908016971714,270650,-9.560319,0.6691875,10,
638524908017081706,270661,-9.560319,0.6691875,10,
638524908017191843,270673,-9.560319,0.6691875,10,
638524908017301803,270684,-9.560319,0.6691875,10,
638524908017421804,270695,-9.560319,0.6691875,10,
638524908017531803,270706,-9.560319,0.6691875,10,
638524908017641809,270717,-9.560319,0.6691875,10,
638524908017751805,270728,-9.560319,0.6691875,10,
638524908017861817,270739,-9.560319,0.6691875,10,
638524908017971803,270750,-9.560319,0.6691875,10,
638524908018081802,270761,-9.560319,0.6691875,10,
638524908018191810,270772,-9.560319,0.6691875,10,
638524908018301806,270784,-9.560319,0.6691875,10,
638524908018411802,270795,-9.560319,0.6691875,10,
638524908018531801,270806,-9.560319,0.6691875,10,
638524908018641812,270817,-9.560319,0.6691875,10,
638524908018751801,270828,-9.560319,0.6691875,10,
638524908018861800,270839,-9.560319,0.6691875,10,
638524908018971813,270850,-9.560319,0.6691875,10,
638524908019081804,270861,-9.560319,0.6691875,10,
638524908019191808,270872,-9.560319,0.6691875,10,
638524908019301801,270884,-9.560319,0.6691875,10,
638524908019411801,270895,-9.560319,0.6691875,10,
638524908019531818,270906,-9.560319,0.6691875,10,
638524908019641804,270917,-9.560319,0.6691875,10,
638524908019751911,270928,-9.560319,0.6691875,10,
638524908019861919,270939,-9.560319,0.6691875,10,
638524908019971912,270950,-9.560319,0.6691875,10,
638524908020081915,270961,-9.560319,0.6691875,10,
638524908020191913,270972,-9.560319,0.6691875,10,
638524908020301905,270984,-9.560319,0.6691875,10,
638524908020411906,270995,-9.560319,0.6691875,10,
638524908020521900,271006,-9.560319,0.6691875,10,
638524908020641905,271017,-9.560319,0.6691875,10,
638524908020751900,271028,-9.560319,0.6691875,10,
638524908020861913,271039,-9.560319,0.6691875,10,
638524908020971902,271050,-9.560319,0.6691875,10,
638524908021081910,271062,-9.560319,0.6691875,10,
638524908021191970,271072,-9.560319,0.6691875,10,
638524908021301904,271083,-9.560319,0.6691875,10,
638524908021417087,271095,-9.560319,0.6691875,10,
638524908021527094,271106,-9.560319,0.6691875,10,
638524908021637091,271117,-9.560319,0.6691875,10,
638524908021747087,271128,-9.560319,0.6691875,10,
638524908021857112,271139,-9.560319,0.6691875,10,
638524908021967099,271150,-9.560319,0.6691875,10,
638524908022077092,271161,-9.560319,0.6691875,10,
638524908022197094,271172,-9.560319,0.6691875,10,
638524908022307089,271184,-9.560319,0.6691875,10,
638524908022417086,271195,-9.560319,0.6691875,10,
638524908022527099,271206,-9.560319,0.6691875,10,
638524908022637090,271217,-9.560319,0.6691875,10,
638524908022747092,271228,-9.560319,0.6691875,10,
638524908022867111,271240,-9.560319,0.6691875,10,
638524908022967106,271250,-9.560319,0.6691875,10,
638524908023077084,271261,-9.560319,0.6691875,10,
638524908023197095,271273,-9.560319,0.6691875,10,
