time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,AvoidObject1.x,AvoidObject1.y,AvoidObject1.z,AvoidObject2.x,AvoidObject2.y,AvoidObject2.z,AvoidObject3.x,AvoidObject3.y,AvoidObject3.z,
638524908780798906,347033,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.7814,33.20318,20,-14.41513,-6.38734,20,-26.07142,-5.519386,20,
638524908780848904,347038,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.73997,33.1212,19.95062,-14.37954,-6.371569,19.95062,-26.00705,-5.505759,19.95062,
638524908780928897,347046,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.72459,33.09076,19.93228,-14.36632,-6.365714,19.93228,-25.98315,-5.500699,19.93228,
638524908781048898,347058,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.70385,33.04974,19.90757,-14.34851,-6.357822,19.90757,-25.95094,-5.493879,19.90757,
638524908781158906,347069,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.67487,32.9924,19.87304,-14.32362,-6.346791,19.87304,-25.90591,-5.484348,19.87304,
638524908781278890,347081,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.6476,32.93843,19.84053,-14.30019,-6.33641,19.84053,-25.86354,-5.475377,19.84053,
638524908781378902,347091,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.6174,32.87868,19.80454,-14.27425,-6.324915,19.80454,-25.81662,-5.465445,19.80454,
638524908781488891,347102,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.59197,32.82836,19.77423,-14.25241,-6.315236,19.77423,-25.77711,-5.457081,19.77423,
638524908781598891,347113,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.56415,32.77332,19.74108,-14.22851,-6.304647,19.74108,-25.73389,-5.447931,19.74108,
638524908781708897,347124,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.53602,32.71766,19.70755,-14.20434,-6.293939,19.70755,-25.69018,-5.438678,19.70755,
638524908781818894,347135,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.50796,32.66214,19.6741,-14.18024,-6.283258,19.6741,-25.64659,-5.429449,19.6741,
638524908781928895,347146,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.48037,32.60755,19.64122,-14.15654,-6.272758,19.64122,-25.60372,-5.420374,19.64122,
638524908782048899,347158,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.45227,32.55196,19.60774,-14.13241,-6.262064,19.60774,-25.56008,-5.411134,19.60774,
638524908782158889,347169,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.42404,32.49609,19.57409,-14.10815,-6.251317,19.57409,-25.51621,-5.401848,19.57409,
638524908782268897,347180,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.39643,32.44148,19.54119,-14.08444,-6.240811,19.54119,-25.47333,-5.392769,19.54119,
638524908782378895,347191,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.3685,32.38622,19.50791,-14.06045,-6.230181,19.50791,-25.42994,-5.383584,19.50791,
638524908782488894,347202,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.34014,32.33009,19.4741,-14.03608,-6.219383,19.4741,-25.38587,-5.374253,19.4741,
638524908782598896,347213,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.31276,32.27592,19.44147,-14.01257,-6.208962,19.44147,-25.34333,-5.365249,19.44147,
638524908782708898,347224,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.28468,32.22037,19.40801,-13.98845,-6.198275,19.40801,-25.29971,-5.356013,19.40801,
638524908782818886,347235,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.25608,32.16378,19.37392,-13.96388,-6.187389,19.37392,-25.25528,-5.346607,19.37392,
638524908782928896,347246,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.22883,32.10987,19.34145,-13.94048,-6.177019,19.34145,-25.21295,-5.337646,19.34145,
638524908783038891,347257,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.20059,32.054,19.30779,-13.91622,-6.16627,19.30779,-25.16907,-5.328357,19.30779,
638524908783148894,347268,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.1726,31.99862,19.27443,-13.89217,-6.155616,19.27443,-25.12559,-5.319151,19.27443,
638524908783268897,347280,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.14479,31.9436,19.24129,-13.86829,-6.145031,19.24129,-25.08238,-5.310005,19.24129,
638524908783378894,347291,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.1168,31.88822,19.20793,-13.84424,-6.134378,19.20793,-25.0389,-5.300799,19.20793,
638524908783488894,347302,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.0885,31.83222,19.1742,-13.81993,-6.123605,19.1742,-24.99493,-5.29149,19.1742,
638524908783598889,347313,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.06085,31.7775,19.14124,-13.79618,-6.11308,19.14124,-24.95197,-5.282394,19.14124,
638524908783708895,347324,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.03297,31.72234,19.10802,-13.77223,-6.102468,19.10802,-24.90865,-5.273224,19.10802,
638524908783818895,347335,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,16.00469,31.66638,19.07431,-13.74793,-6.091703,19.07431,-24.86471,-5.263923,19.07431,
638524908783928889,347346,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.977,31.61161,19.04132,-13.72415,-6.081166,19.04132,-24.8217,-5.254817,19.04132,
638524908784048903,347358,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.94901,31.55621,19.00795,-13.7001,-6.07051,19.00795,-24.77821,-5.245609,19.00795,
638524908784158895,347369,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.92111,31.50103,18.9747,-13.67614,-6.059893,18.9747,-24.73487,-5.236435,18.9747,
638524908784268897,347380,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.89295,31.44529,18.94113,-13.65195,-6.049171,18.94113,-24.69111,-5.22717,18.94113,
638524908784378893,347391,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.86505,31.39009,18.90788,-13.62798,-6.038552,18.90788,-24.64776,-5.217994,18.90788,
638524908784488896,347402,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.83663,31.33387,18.87401,-13.60357,-6.027736,18.87401,-24.60361,-5.208648,18.87401,
638524908784598897,347413,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.80852,31.27826,18.84052,-13.57943,-6.017038,18.84052,-24.55995,-5.199404,18.84052,
638524908784718890,347425,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.77991,31.22165,18.80642,-13.55485,-6.006147,18.80642,-24.5155,-5.189993,18.80642,
638524908784828902,347436,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.75164,31.16572,18.77273,-13.53057,-5.995389,18.77273,-24.47158,-5.180696,18.77273,
638524908784938895,347447,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.72324,31.10952,18.73888,-13.50617,-5.984578,18.73888,-24.42746,-5.171355,18.73888,
638524908785058890,347459,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.69443,31.05252,18.70454,-13.48142,-5.973612,18.70454,-24.3827,-5.161879,18.70454,
638524908785168892,347470,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.66618,30.99663,18.67088,-13.45716,-5.96286,18.67088,-24.33881,-5.152588,18.67088,
638524908785278894,347481,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.63796,30.9408,18.63725,-13.43292,-5.95212,18.63725,-24.29497,-5.143308,18.63725,
638524908785388889,347492,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.60892,30.88332,18.60263,-13.40796,-5.941063,18.60263,-24.24984,-5.133753,18.60263,
638524908785508888,347504,-9.187108,4.133819,9.149852,-19.04139,-26.03695,15.34715,20.06081,-20.42121,13.58112,15.58133,30.82874,18.56975,-13.38427,-5.930563,18.56975,-24.20698,-5.124681,18.56975,
