time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638549102802823609,1173084,15.74935,-10.03238,20,7.816314,32.62351,20,-7.879743,-11.2148,20,
638549102802883618,1173090,15.71068,-10.00774,19.95089,7.797119,32.5434,19.95089,-7.860392,-11.18726,19.95089,
638549102802963617,1173099,15.69615,-9.998487,19.93244,7.789911,32.51331,19.93244,-7.853126,-11.17692,19.93244,
638549102803088689,1173110,15.67602,-9.985664,19.90688,7.779921,32.47161,19.90688,-7.843054,-11.16259,19.90688,
638549102803193812,1173121,15.64866,-9.968236,19.87213,7.766342,32.41494,19.87213,-7.829365,-11.1431,19.87213,
638549102803303811,1173132,15.62366,-9.952312,19.84039,7.753935,32.36316,19.84039,-7.816858,-11.1253,19.84039,
638549102803423798,1173144,15.59751,-9.935654,19.80718,7.740957,32.30899,19.80718,-7.803774,-11.10668,19.80718,
638549102803523793,1173154,15.57028,-9.91831,19.7726,7.727445,32.25259,19.7726,-7.790152,-11.08729,19.7726,
638549102803633796,1173166,15.54503,-9.902225,19.74054,7.714913,32.20028,19.74054,-7.777518,-11.06931,19.74054,
638549102803753802,1173177,15.5185,-9.885323,19.70684,7.701744,32.14531,19.70684,-7.764242,-11.05042,19.70684,
638549102803863793,1173188,15.49156,-9.868166,19.67264,7.688377,32.08952,19.67264,-7.750767,-11.03124,19.67264,
638549102803983798,1173200,15.46567,-9.851673,19.63976,7.675527,32.03589,19.63976,-7.737813,-11.0128,19.63976,
638549102804103793,1173212,15.43718,-9.833524,19.60357,7.661386,31.97687,19.60357,-7.723557,-10.99251,19.60357,
638549102804263805,1173228,15.41003,-9.81623,19.5691,7.647913,31.92064,19.5691,-7.709974,-10.97318,19.5691,
638549102804313793,1173233,15.37148,-9.79167,19.52014,7.628778,31.84077,19.52014,-7.690684,-10.94573,19.52014,
638549102804393800,1173241,15.35828,-9.783263,19.50338,7.622228,31.81343,19.50338,-7.684081,-10.93633,19.50338,
638549102804503795,1173252,15.34001,-9.771628,19.48018,7.613163,31.7756,19.48018,-7.674942,-10.92332,19.48018,
638549102804618892,1173264,15.31367,-9.754849,19.44673,7.600091,31.72104,19.44673,-7.661763,-10.90456,19.44673,
638549102804728892,1173275,15.28656,-9.737578,19.4123,7.586634,31.66487,19.4123,-7.648198,-10.88526,19.4123,
638549102804838897,1173286,15.26087,-9.721212,19.37967,7.573883,31.61165,19.37967,-7.635343,-10.86696,19.37967,
638549102804948891,1173297,15.23502,-9.704747,19.34685,7.561055,31.55811,19.34685,-7.622411,-10.84856,19.34685,
638549102805058897,1173308,15.20902,-9.688188,19.31384,7.548154,31.50426,19.31384,-7.609405,-10.83005,19.31384,
638549102805168895,1173319,15.18201,-9.670978,19.27953,7.534746,31.4483,19.27953,-7.595888,-10.81081,19.27953,
638549102805288899,1173330,15.15638,-9.654654,19.24699,7.522027,31.39522,19.24699,-7.583066,-10.79256,19.24699,
638549102805394000,1173341,15.12985,-9.637751,19.21329,7.508859,31.34025,19.21329,-7.56979,-10.77366,19.21329,
638549102805503981,1173352,15.10366,-9.621069,19.18004,7.495862,31.28601,19.18004,-7.556688,-10.75502,19.18004,
638549102805613979,1173363,15.0779,-9.60466,19.14733,7.483078,31.23265,19.14733,-7.5438,-10.73668,19.14733,
638549102805723972,1173374,15.05155,-9.587873,19.11386,7.469998,31.17806,19.11386,-7.530615,-10.71791,19.11386,
638549102805833968,1173385,15.02501,-9.570968,19.08016,7.456828,31.12309,19.08016,-7.517337,-10.69901,19.08016,
