time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,
638524908554680147,324421,-17.98634,3.062134,20,-33.68398,-34.63966,20,-7.120099,-34.54599,20,
638524908554730150,324426,-17.93996,3.054238,19.94843,-33.59712,-34.55033,19.94843,-7.10174,-34.45691,19.94843,
638524908554800160,324433,-17.92611,3.051881,19.93303,-33.57119,-34.52367,19.93303,-7.096259,-34.43032,19.93303,
638524908554910173,324444,-17.9071,3.048644,19.91189,-33.53558,-34.48706,19.91189,-7.088733,-34.39381,19.91189,
638524908555020139,324456,-17.87687,3.043499,19.87828,-33.47898,-34.42884,19.87828,-7.076768,-34.33575,19.87828,
638524908555140144,324467,-17.84699,3.038411,19.84506,-33.42302,-34.3713,19.84506,-7.064939,-34.27836,19.84506,
638524908555250139,324478,-17.81633,3.033191,19.81096,-33.36559,-34.31224,19.81096,-7.0528,-34.21947,19.81096,
638524908555360184,324489,-17.78706,3.028208,19.77842,-33.31078,-34.25587,19.77842,-7.041214,-34.16325,19.77842,
638524908555470140,324500,-17.75706,3.023101,19.74506,-33.2546,-34.1981,19.74506,-7.02934,-34.10564,19.74506,
638524908555580152,324511,-17.72684,3.017955,19.71145,-33.19799,-34.13989,19.71145,-7.017375,-34.04758,19.71145,
638524908555690151,324522,-17.69719,3.012908,19.67849,-33.14248,-34.0828,19.67849,-7.005639,-33.99065,19.67849,
638524908555800147,324533,-17.66646,3.007677,19.64432,-33.08493,-34.02362,19.64432,-6.993475,-33.93163,19.64432,
638524908555910162,324544,-17.63742,3.002733,19.61203,-33.03054,-33.96769,19.61203,-6.981978,-33.87585,19.61203,
638524908556020142,324555,-17.60744,2.997629,19.57869,-32.9744,-33.90995,19.57869,-6.970111,-33.81827,19.57869,
638524908556140150,324567,-17.57734,2.992504,19.54522,-32.91803,-33.85199,19.54522,-6.958196,-33.76046,19.54522,
638524908556250145,324578,-17.54702,2.987342,19.51151,-32.86125,-33.79359,19.51151,-6.946193,-33.70222,19.51151,
638524908556360162,324589,-17.51733,2.982287,19.47849,-32.80564,-33.7364,19.47849,-6.934438,-33.64519,19.47849,
638524908556470147,324600,-17.4876,2.977226,19.44544,-32.74997,-33.67916,19.44544,-6.922671,-33.5881,19.44544,
638524908556580139,324611,-17.45743,2.972089,19.41189,-32.69347,-33.62105,19.41189,-6.910727,-33.53014,19.41189,
638524908556690146,324622,-17.42743,2.966981,19.37853,-32.63728,-33.56327,19.37853,-6.89885,-33.47252,19.37853,
638524908556800148,324633,-17.39786,2.961947,19.34564,-32.5819,-33.50632,19.34564,-6.887143,-33.41572,19.34564,
638524908556910144,324644,-17.3678,2.95683,19.31222,-32.52561,-33.44843,19.31222,-6.875246,-33.35799,19.31222,
638524908557020149,324655,-17.3377,2.951706,19.27876,-32.46925,-33.39047,19.27876,-6.863331,-33.30018,19.27876,
638524908557130141,324667,-17.30773,2.946603,19.24543,-32.41311,-33.33274,19.24543,-6.851466,-33.24261,19.24543,
638524908557250147,324678,-17.27788,2.941521,19.21224,-32.35722,-33.27526,19.21224,-6.839651,-33.18528,19.21224,
638524908557360159,324689,-17.24756,2.936359,19.17853,-32.30043,-33.21687,19.17853,-6.827648,-33.12705,19.17853,
638524908557470145,324700,-17.21794,2.931317,19.14559,-32.24496,-33.15982,19.14559,-6.815922,-33.07016,19.14559,
638524908557580141,324711,-17.18797,2.926214,19.11226,-32.18884,-33.1021,19.11226,-6.804059,-33.0126,19.11226,
638524908557690153,324722,-17.15781,2.921079,19.07872,-32.13235,-33.04401,19.07872,-6.792118,-32.95466,19.07872,
638524908557800141,324733,-17.12766,2.915946,19.0452,-32.07589,-32.98595,19.0452,-6.780184,-32.89676,19.0452,
638524908557910150,324744,-17.09813,2.910918,19.01236,-32.02057,-32.92906,19.01236,-6.768491,-32.84003,19.01236,
638524908558020143,324755,-17.0682,2.905823,18.97908,-31.96453,-32.87143,18.97908,-6.756643,-32.78254,18.97908,
638524908558130162,324767,-17.03793,2.90067,18.94542,-31.90785,-32.81314,18.94542,-6.744662,-32.72441,18.94542,
638524908558250144,324778,-17.00792,2.895561,18.91205,-31.85164,-32.75534,18.91205,-6.732782,-32.66677,18.91205,
638524908558360148,324789,-16.97766,2.890408,18.8784,-31.79496,-32.69705,18.8784,-6.720801,-32.60864,18.8784,
638524908558480155,324801,-16.94703,2.885194,18.84435,-31.73761,-32.63807,18.84435,-6.708678,-32.54982,18.84435,
638524908558590147,324812,-16.91604,2.879919,18.80989,-31.67958,-32.57839,18.80989,-6.696411,-32.49031,18.80989,
638524908558700159,324823,-16.88595,2.874796,18.77643,-31.62323,-32.52044,18.77643,-6.6845,-32.43251,18.77643,
638524908558810140,324834,-16.85534,2.869584,18.74239,-31.5659,-32.46149,18.74239,-6.672382,-32.37372,18.74239,
638524908558930146,324846,-16.82479,2.864382,18.70841,-31.50868,-32.40264,18.70841,-6.660286,-32.31503,18.70841,
638524908559040148,324857,-16.79429,2.85919,18.6745,-31.45156,-32.34391,18.6745,-6.648213,-32.25645,18.6745,
638524908559150141,324868,-16.76384,2.854007,18.64065,-31.39454,-32.28527,18.64065,-6.63616,-32.19798,18.64065,
638524908559260137,324880,-16.73352,2.848844,18.60693,-31.33776,-32.22688,18.60693,-6.624157,-32.13974,18.60693,
638524908559380151,324891,-16.703,2.843647,18.57299,-31.28059,-32.16809,18.57299,-6.612073,-32.08111,18.57299,
638524908559490131,324902,-16.67239,2.838437,18.53896,-31.22328,-32.10915,18.53896,-6.599958,-32.02233,18.53896,
638524908559600145,324914,-16.64173,2.833218,18.50487,-31.16586,-32.0501,18.50487,-6.587821,-31.96344,18.50487,
638524908559720147,324925,-16.61117,2.828014,18.47088,-31.10862,-31.99124,18.47088,-6.575722,-31.90474,18.47088,
638524908559830137,324936,-16.58048,2.82279,18.43676,-31.05116,-31.93214,18.43676,-6.563575,-31.8458,18.43676,
