time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,AvoidObject1.x,AvoidObject1.y,AvoidObject1.z,AvoidObject2.x,AvoidObject2.y,AvoidObject2.z,AvoidObject3.x,AvoidObject3.y,AvoidObject3.z,
638524999691430062,1193980,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-18.22007,-25.91277,20,31.00491,-34.31712,20,-2.904187,-2.539345,20,
638524999691500063,1193986,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-18.17735,-25.85201,19.95311,30.93222,-34.23666,19.95311,-2.897378,-2.533391,19.95311,
638524999691590069,1193996,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-18.15889,-25.82576,19.93285,30.90081,-34.2019,19.93285,-2.894436,-2.530819,19.93285,
638524999691700170,1194007,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-18.13379,-25.79006,19.90529,30.85809,-34.15462,19.90529,-2.890435,-2.52732,19.90529,
638524999691810165,1194018,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-18.10281,-25.746,19.87129,30.80538,-34.09628,19.87129,-2.885498,-2.523003,19.87129,
638524999691920153,1194029,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-18.07296,-25.70355,19.83853,30.75459,-34.04006,19.83853,-2.88074,-2.518843,19.83853,
638524999692040168,1194040,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-18.04221,-25.65981,19.80477,30.70225,-33.98213,19.80477,-2.875837,-2.514557,19.80477,
638524999692140159,1194051,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-18.01137,-25.61596,19.77092,30.64977,-33.92405,19.77092,-2.870922,-2.510259,19.77092,
638524999692260155,1194062,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-17.98169,-25.57374,19.73834,30.59926,-33.86814,19.73834,-2.866191,-2.506122,19.73834,
638524999692370158,1194073,10.66373,-11.90791,17.46849,-18.99208,-14.76522,13.36942,-4.489142,22.47081,16.01969,-17.95088,-25.52992,19.70452,30.54683,-33.81012,19.70452,-2.86128,-2.501828,19.70452,
