time(100ns),time_stamp(ms),object1.x,object1.y,object1.z,object2.x,object2.y,object2.z,object3.x,object3.y,object3.z,AvoidObject1.x,AvoidObject1.y,AvoidObject1.z,AvoidObject2.x,AvoidObject2.y,AvoidObject2.z,AvoidObject3.x,AvoidObject3.y,AvoidObject3.z,
638521428794734311,649432,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.87784,-10.92827,20,9.579403,-30.81804,20,3.516819,-8.0737,20,
638521428794814318,649439,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.82635,-10.90367,19.95499,9.557843,-30.74869,19.95499,3.508904,-8.05553,19.95499,
638521428794904308,649449,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.80153,-10.89182,19.93329,9.547452,-30.71526,19.93329,3.505089,-8.046771,19.93329,
638521428795014310,649460,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.76849,-10.87603,19.90441,9.533618,-30.67075,19.90441,3.50001,-8.035111,19.90441,
638521428795124308,649471,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.73009,-10.85769,19.87084,9.517538,-30.61902,19.87084,3.494106,-8.021559,19.87084,
638521428795234301,649482,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.69254,-10.83975,19.83801,9.501816,-30.56844,19.83801,3.488335,-8.008307,19.83801,
638521428795354323,649494,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.65415,-10.82141,19.80445,9.48574,-30.51672,19.80445,3.482433,-7.994759,19.80445,
638521428795463375,649505,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.61439,-10.80242,19.76969,9.469092,-30.46317,19.76969,3.476322,-7.980728,19.76969,
638521428795573380,649515,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.57784,-10.78496,19.73774,9.453789,-30.41393,19.73774,3.470704,-7.967829,19.73774,
638521428795683374,649527,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.54042,-10.76709,19.70503,9.438122,-30.36353,19.70503,3.464952,-7.954625,19.70503,
638521428795793367,649538,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.50209,-10.74878,19.67152,9.422071,-30.31189,19.67152,3.45906,-7.941097,19.67152,
638521428795903376,649549,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.46361,-10.73039,19.63788,9.405957,-30.26005,19.63788,3.453144,-7.927516,19.63788,
638521428796013371,649560,-16.42208,-22.45534,13.23602,-6.432409,2.894325,6.406349,-3.973945,18.49879,18.60032,-22.42565,-10.71226,19.60469,9.390063,-30.20892,19.60469,3.447309,-7.914121,19.60469,
