time(100ns),time_stamp(ms),frame,gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,forward.x,forward.y,forward.z,
638524908278247061,296777,21611,-0.06376648,0.1472626,0.98703,-0.0453949,0.136673,0.989563,0.05180082,0.1676536,0.9844841,
638524908278337054,296786,21612,-0.06134033,0.1506653,0.9866638,-0.0486145,0.1279907,0.9905701,0.05165682,0.167628,0.984496,
638524908278407055,296793,21613,-0.06245422,0.1370087,0.9885864,-0.05461121,0.1430817,0.9881897,0.05153281,0.1675366,0.9845181,
638524908278487075,296801,21614,-0.05979919,0.1393738,0.9884186,-0.05335999,0.1377106,0.9890289,0.05126307,0.1672952,0.9845732,
638524908278567043,296809,21614,-0.06135559,0.1388397,0.9884033,-0.06170654,0.1233368,0.9904327,0.05126307,0.1672952,0.9845732,
638524908278657046,296818,21615,-0.06896973,0.1280975,0.9893494,-0.05732727,0.1316833,0.989624,0.05025603,0.1665344,0.9847541,
638524908278737049,296826,21616,-0.06317139,0.1197357,0.9907837,-0.06549072,0.1165314,0.9910126,0.0491678,0.1656196,0.9849633,
638524908278837053,296836,21617,-0.06077576,0.1242676,0.9903717,-0.05459595,0.1162109,0.9917145,0.04872733,0.164645,0.9851485,
638524908278907046,296843,21617,-0.06866455,0.1300354,0.9891205,-0.05833435,0.123642,0.9906006,0.04872733,0.164645,0.9851485,
638524908278997058,296852,21618,-0.06143188,0.1343689,0.9890137,-0.05917358,0.1191406,0.9911041,0.04820356,0.1642721,0.9852366,
638524908279077061,296860,21619,-0.0647583,0.1215973,0.9904633,-0.05740356,0.1140442,0.991806,0.04782081,0.1642027,0.9852668,
638524908279157048,296868,21619,-0.05688477,0.1226807,0.990799,-0.05709839,0.1136627,0.9918671,0.04782081,0.1642027,0.9852668,
638524908279237046,296876,21620,-0.0627594,0.1330719,0.9891052,-0.05657959,0.1158142,0.9916534,0.04758672,0.1643814,0.9852483,
638524908279337052,296886,21621,-0.05999756,0.1311951,0.9895325,-0.05537415,0.1218109,0.9909973,0.04770707,0.1641832,0.9852756,
638524908279407074,296893,21622,-0.0652771,0.1269226,0.9897461,-0.05885315,0.1173248,0.991333,0.04797194,0.1642665,0.9852488,
638524908279497053,296902,21622,-0.06874084,0.1339264,0.9886017,-0.05780029,0.1078186,0.9924774,0.04797194,0.1642665,0.9852488,
638524908279577048,296910,21623,-0.06706238,0.1308746,0.9891205,-0.05613708,0.1195526,0.9912262,0.04847015,0.1642064,0.9852344,
638524908279657058,296918,21624,-0.06536865,0.1283264,0.989563,-0.05603027,0.1198425,0.9911957,0.04871777,0.1638163,0.9852872,
638524908279737052,296926,21625,-0.06520081,0.1303253,0.9893188,-0.05612183,0.1223907,0.9908905,0.04877189,0.1631806,0.9853899,
638524908279827054,296935,21625,-0.06488037,0.1312714,0.989212,-0.05682373,0.1187286,0.9912872,0.04877189,0.1631806,0.9853899,
638524908279907051,296943,21626,-0.05470276,0.1284943,0.9901886,-0.05752563,0.115036,0.991684,0.04876073,0.1624119,0.9855175,
638524908279997055,296952,21627,-0.06361389,0.1250916,0.990097,-0.05764771,0.1159058,0.9915771,0.0487182,0.1616052,0.9856522,
638524908280067054,296959,21628,-0.06822205,0.128418,0.9893646,-0.05755615,0.1176605,0.9913788,0.04874741,0.160791,0.9857839,
638524908280157044,296968,21628,-0.06355286,0.1330566,0.9890594,-0.05683899,0.1186981,0.9912872,0.04874741,0.160791,0.9857839,
638524908280237048,296976,21629,-0.06274414,0.1329956,0.9891205,-0.05610657,0.119812,0.9911957,0.04861291,0.1599138,0.9859332,
638524908280327050,296985,21630,-0.06242371,0.125061,0.9901733,-0.05635071,0.1177979,0.9914246,0.04871232,0.1588816,0.9860952,
638524908280407053,296993,21631,-0.06439209,0.1302948,0.9893799,-0.05079651,0.1287994,0.9903564,0.04950077,0.1577473,0.9862381,
638524908280487044,297001,21631,-0.0652771,0.1312408,0.9891968,-0.05203247,0.1227875,0.9910583,0.04950077,0.1577473,0.9862381,
638524908280567045,297009,21632,-0.06556702,0.1324768,0.9890137,-0.05178833,0.1249237,0.990799,0.05010913,0.1560549,0.9864765,
638524908280657059,297018,21633,-0.06593323,0.1332245,0.9888763,-0.05186462,0.1233826,0.9909973,0.05095788,0.15366,0.986809,
638524908280737069,297026,21634,-0.06622314,0.1352997,0.9885864,-0.05134583,0.1220703,0.9911804,0.05215032,0.150662,0.9872088,
638524908280817045,297034,21634,-0.06613159,0.1341858,0.988739,-0.05311584,0.1234131,0.990921,0.05215032,0.150662,0.9872088,
638524908280917051,297044,21635,-0.06507874,0.1374359,0.9883575,-0.05226135,0.1246338,0.9908142,0.05358138,0.1475166,0.9876071,
638524908280997046,297052,21636,-0.0660553,0.1394501,0.9880219,-0.0526123,0.1245117,0.9908142,0.0550892,0.1439839,0.9880455,
638524908281077053,297060,21637,-0.06430054,0.1385956,0.9882507,-0.05329895,0.1256104,0.9906311,0.05664875,0.1401627,0.9885066,
638524908281157044,297068,21637,-0.0645752,0.1377716,0.9883423,-0.05410767,0.1266785,0.9904633,0.05664875,0.1401627,0.9885066,
638524908281237053,297076,21638,-0.06440735,0.140686,0.9879456,-0.05517578,0.1267242,0.990387,0.05831447,0.1360352,0.9889863,
638524908281327058,297085,21639,-0.0625,0.1342468,0.9889679,-0.05612183,0.1278839,0.9901886,0.05992024,0.1318932,0.9894512,
638524908281407068,297093,21640,-0.0005645752,0.07250977,0.9973602,-0.0008544922,0.1016693,0.994812,0.06201817,0.127412,0.9899091,
638524908281487049,297101,21640,0.04052734,0.007278442,0.9991455,0.04827881,0.02996826,0.9983826,0.06201817,0.127412,0.9899091,
638524908281577049,297110,21641,0.05665588,-0.05831909,0.9966736,0.08303833,-0.03157043,0.9960327,0.06437333,0.1226868,0.9903555,
638524908281657053,297118,21642,0.0834198,-0.1266479,0.9884186,0.1053772,-0.1124725,0.9880371,0.06674172,0.1178495,0.9907861,
638524908281747056,297127,21643,0.115036,-0.1860352,0.975769,0.1275787,-0.1903229,0.9733887,0.06926332,0.1123676,0.9912498,
638524908281817043,297134,21643,0.1316376,-0.2454987,0.9604034,0.1407928,-0.2410431,0.9602356,0.06926332,0.1123676,0.9912498,
638524908281907056,297143,21644,0.1539764,-0.3145752,0.9366455,0.1717529,-0.3252106,0.9299011,0.07222816,0.1062507,0.9917126,
638524908281997046,297152,21645,0.1523132,-0.3299713,0.9316101,0.1620941,-0.3707581,0.9144592,0.07498232,0.1001302,0.9921449,
638524908282067054,297159,21645,0.1653748,-0.3912964,0.9052734,0.1876678,-0.398056,0.8979492,0.07498232,0.1001302,0.9921449,
638524908282147062,297167,21646,0.1443481,-0.4301605,0.8911285,0.1539001,-0.5102997,0.8460999,0.07741331,0.09470104,0.9924912,
638524908282237055,297176,21647,0.1477356,-0.4542694,0.8785248,-0.003616333,-0.5947418,0.803894,0.07949365,0.08936754,0.9928213,
638524908282317054,297184,21648,0.1520081,-0.4677734,0.8706665,0.0146637,-0.6399689,0.7682495,0.0811642,0.08232547,0.993295,
638524908282397056,297192,21648,0.1640167,-0.4896088,0.856369,0,0,0,0.0811642,0.08232547,0.993295,
638524908282477056,297200,21649,0.1651459,-0.4862823,0.8580475,0,0,0,0.08327872,0.07449088,0.9937383,
638524908282567062,297209,21650,0.1500244,-0.4828033,0.8627777,0.06318665,-0.5957947,0.8006287,0.08559144,0.06654181,0.9941058,
638524908282657053,297218,21651,0.1483459,-0.4774475,0.8660431,0.03407288,-0.5708771,0.8203125,0.08829391,0.05876286,0.9943597,
638524908282737050,297226,21651,0.1375275,-0.4725952,0.8704681,0.045578,-0.5194244,0.8532867,0.08829391,0.05876286,0.9943597,
638524908282817049,297234,21652,0.1332092,-0.4706879,0.8721771,0.03598022,-0.570816,0.820282,0.09126049,0.05043953,0.9945489,
638524908282907049,297243,21653,0.1245728,-0.487915,0.8639374,0,0,0,0.09424488,0.04073998,0.9947151,
638524908282987050,297251,21654,0.1363068,-0.4854126,0.8635864,0,0,0,0.09695334,0.0311329,0.9948019,
638524908283067047,297259,21654,0.1324768,-0.4799042,0.8672485,-0.00177002,-0.5258179,0.8505859,0.09695334,0.0311329,0.9948019,
638524908283157062,297268,21655,0.1267242,-0.4732971,0.8717346,0.04725647,-0.57547,0.8164368,0.09962717,0.02142816,0.9947941,
638524908283227072,297275,21656,0.1297607,-0.4768372,0.8693542,0,0,0,0.1026562,0.01199042,0.9946446,
638524908283317048,297284,21657,0.1383209,-0.4548492,0.8797455,0,0,0,0.1058441,0.002723904,0.994379,
638524908283397049,297292,21657,0.1289825,-0.4581146,0.8794708,0,0,0,0.1058441,0.002723904,0.994379,
638524908283477053,297300,21658,0.1041107,-0.4381104,0.892868,0,0,0,0.1092277,-0.006536357,0.9939952,
638524908283567053,297309,21659,0.09014893,-0.4198456,0.9030914,0.1365204,-0.4353638,0.8898315,0.1124223,-0.01572285,0.9935361,
638524908283657051,297318,21660,0.09590149,-0.411972,0.9061279,0.151535,-0.4599915,0.8748779,0.1159937,-0.02568526,0.9929178,
638524908283727057,297325,21660,0.1025696,-0.4072266,0.9075317,0.1481934,-0.4587402,0.8761139,0.1159937,-0.02568526,0.9929178,
638524908283817044,297334,21661,0.09695435,-0.4085999,0.9075317,0.149704,-0.4600067,0.8751984,0.1194183,-0.03617726,0.9921847,
638524908283897067,297342,21662,0.1027679,-0.406189,0.9079742,0.1512451,-0.4602051,0.8748169,0.1232346,-0.04756574,0.991237,
638524908283977053,297350,21663,0.09587097,-0.4141693,0.9051208,0.1473694,-0.4586792,0.8762817,0.1266596,-0.05937993,0.9901673,
638524908284077050,297360,21663,0.1175842,-0.4319458,0.8941956,0.1488342,-0.4795685,0.8647766,0.1266596,-0.05937993,0.9901673,
638524908284157044,297368,21664,0.09892273,-0.4685516,0.8778687,0,0,0,0.1301849,-0.07119849,0.98893,
638524908284227071,297375,21665,0.08535767,-0.5024872,0.8603516,0,0,0,0.1330023,-0.08395803,0.9875532,
638524908284317067,297384,21666,0.09591675,-0.4720764,0.8763123,0,0,0,0.1362355,-0.09672236,0.9859436,
638524908284397048,297392,21666,0.05944824,-0.4777985,0.8764496,0,0,0,0.1362355,-0.09672236,0.9859436,
638524908284477053,297400,21667,0.0693512,-0.4741364,0.8777008,0,0,0,0.1398713,-0.1097687,0.9840665,
638524908284557045,297408,21668,0.05947876,-0.4736481,0.8786926,0,0,0,0.1435766,-0.1230948,0.9819539,
638524908284657057,297418,21669,0.07060242,-0.4694366,0.880127,0,0,0,0.1474164,-0.1370017,0.9795402,
638524908284727047,297425,21669,0.07072449,-0.4655762,0.8821564,0,0,0,0.1474164,-0.1370017,0.9795402,
638524908284817045,297434,21670,0.0740509,-0.4474182,0.8912354,0,0,0,0.1507969,-0.1509849,0.9769667,
