time(100ns),time_stamp(ms),frame,gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,forward.x,forward.y,forward.z,
638524907848170350,253770,17741,0.005737305,0.06503296,0.9978638,0.02282715,0.06550598,0.9975891,-0.03910335,0.2205592,0.9745894,
638524907848240358,253777,17742,0.005813599,0.06402588,0.9979248,0.02398682,0.06546021,0.9975586,-0.03897618,0.2207345,0.9745548,
638524907848330358,253786,17743,0.0050354,0.06347656,0.9979553,0.02360535,0.06494141,0.9976044,-0.03909112,0.2207111,0.9745556,
638524907848420346,253795,17744,0.005187988,0.06381226,0.9979401,0.02328491,0.06535339,0.9975891,-0.03927671,0.2204508,0.974607,
638524907848500342,253803,17745,0.0050354,0.06315613,0.9979858,0.02308655,0.0655365,0.9975739,-0.03951095,0.2200248,0.9746938,
638524907848570351,253810,17746,0.005310059,0.06315613,0.9979858,0.02287292,0.06520081,0.9976044,-0.0393611,0.2198254,0.9747449,
638524907848660342,253819,17746,0.005111694,0.0630188,0.9979858,0.0223999,0.0647583,0.9976349,-0.0393611,0.2198254,0.9747449,
638524907848740346,253827,17747,0.00491333,0.06451416,0.9978943,0.02210999,0.06539917,0.9976044,-0.03905341,0.2194775,0.9748356,
638524907848830368,253836,17748,0.006317139,0.06510925,0.9978485,0.02288818,0.06596375,0.9975433,-0.0389668,0.219084,0.9749275,
638524907848910350,253844,17749,0.006317139,0.06440735,0.9978943,0.02363586,0.06590271,0.9975433,-0.03895386,0.2185872,0.9750396,
638524907848990342,253852,17749,0.007339478,0.06509399,0.9978485,0.02301025,0.06582642,0.9975586,-0.03895386,0.2185872,0.9750396,
638524907849080349,253861,17750,0.006835938,0.06607056,0.9977875,0.02223206,0.06648254,0.9975281,-0.03883149,0.2177195,0.9752386,
638524907849160374,253869,17751,0.006881714,0.06697083,0.9977264,0.02183533,0.06588745,0.9975739,-0.03878105,0.2166864,0.9754707,
638524907849240347,253877,17752,0.005722046,0.06634521,0.9977722,0.02151489,0.06874084,0.9973907,-0.03900465,0.2161802,0.9755741,
638524907849330345,253886,17752,-0.0009002686,0.0534668,0.9985657,0.02302551,0.0683136,0.9973907,-0.03900465,0.2161802,0.9755741,
638524907849410352,253894,17753,0.01304626,0.04768372,0.998764,0.01429749,0.0710144,0.9973602,-0.03914561,0.215777,0.9756577,
638524907849490348,253902,17754,0.008483887,0.0619812,0.9980316,0.02754211,0.0684967,0.9972687,-0.03923207,0.2161611,0.9755692,
638524907849580370,253911,17755,0.002441406,0.05862427,0.9982758,0.02342224,0.07470703,0.9969177,-0.0394507,0.2178055,0.9751945,
638524907849660341,253919,17755,0.007171631,0.07209778,0.9973602,0.02648926,0.07481384,0.9968414,-0.0394507,0.2178055,0.9751945,
638524907849751164,253928,17756,0.007827759,0.06834412,0.9976196,0.0241394,0.07923889,0.9965515,-0.03986598,0.2190387,0.9749014,
638524907849831174,253936,17757,0.007385254,0.06550598,0.997818,0.02267456,0.0791626,0.9965973,-0.03972701,0.2189892,0.9749182,
638524907849911167,253944,17758,0.005615234,0.06469727,0.997879,0.02236938,0.07858276,0.9966431,-0.03954142,0.2187086,0.9749887,
638524907849991158,253952,17758,0.003417969,0.06468201,0.9978943,0.02301025,0.07452393,0.9969482,-0.03954142,0.2187086,0.9749887,
638524907850081168,253961,17759,0.003967285,0.06469727,0.9978943,0.02351379,0.06864929,0.9973602,-0.03956965,0.2185174,0.9750305,
638524907850171166,253970,17760,0.004058838,0.06483459,0.997879,0.02267456,0.07487488,0.996933,-0.03975886,0.2178706,0.9751675,
638524907850241160,253977,17761,-0.001373291,0.05819702,0.998291,0.03733826,0.07635498,0.9963684,-0.03974042,0.2171257,0.9753343,
638524907850331160,253986,17761,0.005050659,0.07003784,0.9975281,0.0335083,0.07235718,0.9968109,-0.03974042,0.2171257,0.9753343,
638524907850421160,253995,17762,0.003143311,0.06585693,0.997818,0.03283691,0.07180786,0.9968719,-0.03994358,0.2168857,0.9753795,
638524907850491174,254002,17763,0.004364014,0.06912231,0.9975891,0.03244019,0.07771301,0.9964447,-0.03997042,0.2165962,0.9754427,
638524907850581165,254011,17764,0.01919556,0.05387878,0.9983521,0.03942871,0.09664917,0.9945221,-0.03998259,0.2166886,0.9754217,
