time(100ns),time_stamp(ms),frame,gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,forward.x,forward.y,forward.z
638203566376033378,1179432,100875,-0.01530457,0.1555023,0.9877014,-0.01446533,0.1475067,0.9889526,0.07265782,0.1635606,0.9838541
638203566376103378,1179439,100876,0.0161438,0.157135,0.987442,0.0118866,0.1510162,0.9884491,0.07299642,0.1637508,0.9837973
638203566376183377,1179447,100876,0.02392578,0.162262,0.9864502,0.02619934,0.1513367,0.9881287,0.07299642,0.1637508,0.9837973
638203566376273379,1179456,100877,0.04571533,0.160614,0.9859467,0.04325867,0.1536713,0.9871674,0.07335569,0.1638012,0.9837622
638203566376353378,1179464,100878,0.04426575,0.1610413,0.9859467,0.04826355,0.158493,0.9861755,0.07366258,0.1641053,0.9836886
638203566376443378,1179473,100879,0.03773499,0.1618042,0.9860992,0.04154968,0.1599121,0.9862518,0.0740466,0.1640914,0.9836621
638203566376523384,1179481,100879,0.03866577,0.1600494,0.9863434,0.03941345,0.1573486,0.9867401,0.0740466,0.1640914,0.9836621
638203566376603377,1179489,100880,0.03868103,0.1631927,0.9858246,0.03929138,0.1543732,0.9872284,0.07447404,0.1639485,0.9836537
638203566376693419,1179498,100881,0.03941345,0.1608276,0.9861908,0.04174805,0.1525269,0.9874115,0.07477461,0.1639048,0.9836381
638203566376768508,1179505,100882,0.03935242,0.160553,0.9862366,0.04421997,0.1524353,0.9873199,0.0751483,0.1638018,0.9836268
638203566376858507,1179514,100882,0.03945923,0.1618805,0.9860077,0.04238892,0.151947,0.9874725,0.0751483,0.1638018,0.9836268
638203566376938507,1179522,100883,0.03967285,0.1607208,0.9861908,0.04345703,0.1531372,0.9872437,0.0755597,0.16365,0.9836206
638203566377018510,1179530,100884,0.04005432,0.1620941,0.9859467,0.04281616,0.1542664,0.9870911,0.07586994,0.1634911,0.9836231
638203566377108508,1179539,100885,0.03964233,0.1612701,0.9860992,0.04251099,0.1533508,0.9872437,0.07610006,0.1635343,0.9835982
638203566377188505,1179547,100885,0.04019165,0.1620331,0.9859619,0.04281616,0.1530151,0.9872894,0.07610006,0.1635343,0.9835982
638203566377268506,1179555,100886,0.04058838,0.1622925,0.9859009,0.04292297,0.1537323,0.9871674,0.07652353,0.1634391,0.9835811
638203566377358505,1179564,100887,0.04083252,0.1624146,0.9858704,0.04310608,0.1540833,0.9871063,0.07668208,0.1634719,0.9835633
638203566377438510,1179572,100888,0.04107666,0.1621552,0.9859009,0.0433197,0.1539764,0.9871216,0.07709728,0.1635995,0.9835097
638203566377528506,1179581,100888,0.04083252,0.161438,0.9860229,0.04310608,0.1533966,0.9872131,0.07709728,0.1635995,0.9835097
638203566377608511,1179589,100889,0.0413208,0.1620331,0.9859161,0.04299927,0.1530151,0.9872742,0.07735532,0.1638052,0.9834551
638203566377688547,1179597,100890,0.04174805,0.1619263,0.9859161,0.04338074,0.1530609,0.9872589,0.07775285,0.164075,0.9833788
638203566377768587,1179605,100891,0.04110718,0.1619263,0.9859314,0.04447937,0.1529236,0.9872284,0.07834994,0.1643381,0.9832875
638203566377858584,1179614,100891,0.04177856,0.160675,0.9861145,0.04484558,0.1533203,0.9871521,0.07834994,0.1643381,0.9832875
638203566377938584,1179622,100892,0.04202271,0.1619873,0.9858856,0.04411316,0.1533508,0.9871826,0.07911867,0.1645592,0.9831889
638203566378018683,1179630,100893,0.04176331,0.1614838,0.9859772,0.04411316,0.1530151,0.9872284,0.07988991,0.1649511,0.9830609
638203566378108620,1179639,100894,0.04174805,0.1597748,0.9862671,0.04429626,0.1530304,0.9872131,0.08077844,0.1655838,0.9828819
638203566378188621,1179647,100894,0.04171753,0.1609802,0.9860687,0.04429626,0.1530151,0.9872284,0.08077844,0.1655838,0.9828819
638203566378268619,1179655,100895,0.04104614,0.1607361,0.9861298,0.04420471,0.1529083,0.9872437,0.08164962,0.1661685,0.9827113
638203566378358629,1179664,100896,0.03767395,0.1621399,0.9860382,0.04205322,0.1612701,0.9860077,0.08322874,0.1671662,0.9824095
638203566378443724,1179673,100897,0.06965637,0.1715851,0.9826965,0.05952454,0.1743317,0.9828796,0.08470543,0.168314,0.9820873
638203566378523724,1179681,100897,0.09338379,0.1933746,0.9766541,0.08926392,0.1848145,0.9786987,0.08470543,0.168314,0.9820873
638203566378603719,1179689,100898,0.1232452,0.2078552,0.9703522,0.10495,0.199173,0.9743195,0.08614043,0.1695778,0.981745
638203566378688966,1179697,100899,0.1363068,0.21875,0.9662018,0.1194153,0.2175293,0.9687042,0.08811413,0.1709353,0.9813343
638203566378774040,1179706,100900,0.1569519,0.2252655,0.9615631,0.1373901,0.2229767,0.9650879,0.09034743,0.1727263,0.9808175
638203566378854046,1179714,100900,0.1654816,0.2424316,0.9559326,0.1550598,0.2281952,0.9611816,0.09034743,0.1727263,0.9808175
638203566378934049,1179722,100901,0.1953888,0.252182,0.9477386,0.1587524,0.2491455,0.9553528,0.09261496,0.1744856,0.9802945
638203566379024058,1179731,100902,0.1970367,0.2653503,0.9437866,0.1760864,0.2544556,0.9509125,0.09535593,0.1760352,0.9797545
638203566379109141,1179739,100903,0.2174377,0.255249,0.9420929,0.188446,0.24823,0.9501801,0.09791302,0.1776889,0.9792036
638203566379189141,1179747,100903,0.2275238,0.2615662,0.937973,0.1963654,0.2527618,0.9473724,0.09791302,0.1776889,0.9792036
638203566379269140,1179755,100904,0.2411652,0.260376,0.9348907,0.2126617,0.2464294,0.9455261,0.100546,0.1796297,0.9785825
638203566379359146,1179764,100905,0.2293091,0.2631226,0.9371033,0.2035065,0.2458038,0.9477081,0.1033712,0.1817687,0.9778929
638203566379439143,1179772,100906,0.2328033,0.2624207,0.9364319,0.2024841,0.249939,0.9468384,0.1058932,0.184233,0.9771616
638203566379519148,1179780,100906,0.2312622,0.2550507,0.938858,0.1943512,0.241684,0.9506836,0.1058932,0.184233,0.9771616
638203566379609417,1179789,100907,0.2291412,0.2566986,0.9389191,0.1927948,0.2312317,0.953598,0.108483,0.186881,0.9763744
638203566379689190,1179797,100908,0.2270355,0.2584381,0.9389648,0.1929932,0.2320709,0.9533539,0.1111976,0.1898449,0.9754968
638203566379774272,1179806,100909,0.2231598,0.2575836,0.9401245,0.1853638,0.2356873,0.9539795,0.1140773,0.1926174,0.9746204
638203566379864270,1179815,100909,0.2174377,0.2524567,0.9428558,0.1876373,0.2337646,0.95401,0.1140773,0.1926174,0.9746204
638203566379944273,1179823,100910,0.2162018,0.2505341,0.9436493,0.1915894,0.2324677,0.953537,0.1169072,0.1951517,0.9737805
638203566380024278,1179831,100911,0.2143097,0.2500458,0.9442139,0.1881561,0.2401276,0.9523163,0.1198851,0.1975308,0.9729384
638203566380104273,1179839,100912,0.2137146,0.2475281,0.9450073,0.1876221,0.2357025,0.953537,0.1225617,0.1999334,0.9721138
638203566380184270,1179847,100912,0.2133026,0.2420349,0.9465179,0.1958466,0.2446442,0.9496155,0.1225617,0.1999334,0.9721138
638203566380274270,1179856,100913,0.2116852,0.2454834,0.9459991,0.1814117,0.2318115,0.9556885,0.1254332,0.2021177,0.9712955
638203566380354280,1179864,100914,0.2095032,0.2437134,0.9469452,0.1799316,0.2376709,0.9545288,0.1279723,0.2043817,0.9704902
638203566380439375,1179872,100915,0.2073975,0.2411499,0.9480591,0.1837616,0.2327576,0.9550018,0.1308141,0.2065596,0.9696499
638203566380519375,1179880,100915,0.2044067,0.239563,0.9491119,0.1822968,0.2372131,0.9541931,0.1308141,0.2065596,0.9696499
638203566380609597,1179889,100916,0.2012787,0.2396851,0.9497528,0.1707764,0.2301483,0.9580383,0.133714,0.2089223,0.9687477
638203566380689556,1179898,100917,0.2002716,0.2402802,0.9498138,0.172821,0.2314758,0.9573517,0.1366854,0.2112388,0.9678302
638203566380774639,1179906,100918,0.1992645,0.2408905,0.9498596,0.1731567,0.2277222,0.9581909,0.1396476,0.2136203,0.9668841
638203566380854641,1179914,100918,0.1996765,0.2404022,0.9499054,0.1734467,0.226181,0.9585114,0.1396476,0.2136203,0.9668841
638203566380934641,1179922,100919,0.2001038,0.2399292,0.9499359,0.1753235,0.2204285,0.9595032,0.142546,0.2162466,0.9658768
638203566381024641,1179931,100920,0.2005157,0.2404022,0.9497223,0.1711121,0.2203674,0.9602814,0.1455105,0.2187965,0.96486
638203566381104643,1179939,100921,0.1835632,0.2324982,0.9551086,0.1711273,0.2207642,0.9601898,0.1484976,0.2215932,0.963766
638203566381184640,1179947,100921,0.1841125,0.2205658,0.9578247,0.1720734,0.2223816,0.9596405,0.1484976,0.2215932,0.963766
638203566381274639,1179956,100922,0.1835785,0.2234039,0.9572754,0.1684723,0.2257996,0.9594879,0.1512849,0.2245049,0.962658
638203566381364638,1179965,100923,0.1792908,0.2247162,0.9577789,0.167923,0.2224426,0.9603729,0.1538022,0.2273507,0.9615906
638203566381434642,1179972,100924,0.1790771,0.2254639,0.9576416,0.1661987,0.2164154,0.9620361,0.1568502,0.2300421,0.9604575
638203566381524639,1179981,100924,0.1788635,0.2261658,0.9575195,0.1629028,0.2269897,0.9601746,0.1568502,0.2300421,0.9604575
638203566381604653,1179989,100925,0.1747742,0.2239227,0.9588013,0.1608276,0.2216492,0.9617615,0.1593283,0.2327341,0.9594005
638203566381689860,1179998,100926,0.1706848,0.2216949,0.9600525,0.1593323,0.2102509,0.9645691,0.1617126,0.2355618,0.9583108
638203566381769775,1180006,100927,0.1697083,0.2198639,0.9606476,0.155304,0.2062378,0.9660797,0.1644022,0.2383935,0.9571522
638203566381849776,1180014,100927,0.1687012,0.2181091,0.9612274,0.1535187,0.2054749,0.9665375,0.1644022,0.2383935,0.9571522
638203566381939774,1180023,100928,0.167572,0.2163239,0.9618225,0.1514435,0.1992035,0.9681702,0.1671508,0.2413306,0.9559394
638203566382019774,1180031,100929,0.1663513,0.2145386,0.9624329,0.1587982,0.1967926,0.9674835,0.1702777,0.2441056,0.9546821
638203566382099777,1180039,100930,0.1586304,0.2040253,0.9660187,0.1502838,0.1957092,0.9690704,0.1732461,0.2465421,0.9535213
638203566382189772,1180048,100930,0.1486511,0.2101898,0.9662781,0.1509552,0.195282,0.9690552,0.1732461,0.2465421,0.9535213
638203566382269772,1180056,100931,0.1533203,0.2072601,0.9661865,0.1544495,0.1873016,0.9700775,0.1758129,0.2485691,0.9525247
638203566382349766,1180064,100932,0.150177,0.1953278,0.969162,0.1534729,0.1909943,0.9695129,0.1781855,0.2510311,0.9514375
638203566382439807,1180073,100933,0.1409454,0.1923218,0.9711456,0.141922,0.1702118,0.9751282,0.1798844,0.2531916,0.9505449
638203566382519810,1180081,100933,0.1329193,0.1642456,0.977417,0.1343842,0.1716156,0.9759521,0.1798844,0.2531916,0.9505449
638203566382599805,1180089,100934,0.1190796,0.2186279,0.9685059,0.0,0.0,0.0,0.1810628,0.2557721,0.9496298
638203566382689855,1180098,100935,0.06526184,0.1410828,0.9878387,0.0,0.0,0.0,0.1818657,0.2585603,0.9487209
638203566382769887,1180106,100936,0.08824158,0.1401215,0.9861908,0.0,0.0,0.0,0.1822974,0.2613434,0.9478751
638203566382849890,1180114,100936,0.0,0.0,0.0,0.0,0.0,0.0,0.1822974,0.2613434,0.9478751
638203566382939886,1180123,100937,0.0,0.0,0.0,0.0,0.0,0.0,0.1826631,0.2644631,0.946939
638203566383020001,1180131,100938,0.0,0.0,0.0,0.0,0.0,0.0,0.1827129,0.2679895,0.9459375
638203566383099956,1180139,100939,0.0,0.0,0.0,0.0,0.0,0.0,0.1825025,0.271631,0.9449388
638203566383189952,1180148,100939,0.0,0.0,0.0,0.0,0.0,0.0,0.1825025,0.271631,0.9449388
638203566383279952,1180157,100940,0.04502869,0.3312073,0.9424744,0.05203247,0.2659149,0.9625854,0.1818489,0.2754915,0.9439467
638203566383360065,1180165,100941,0.03492737,0.336731,0.9409485,0.04412842,0.2913361,0.9555969,0.1811378,0.279349,0.9429492
638203566383439985,1180173,100942,0.03369141,0.3513794,0.9356232,0.04066467,0.3059235,0.9511719,0.1797614,0.2838169,0.9418778
638203566383519991,1180181,100942,0.02886963,0.3531189,0.9351196,0.02471924,0.3510895,0.9360046,0.1797614,0.2838169,0.9418778
638203566383610076,1180190,100943,0.02745056,0.3621368,0.9317017,0.01664734,0.3451843,0.9383698,0.1784451,0.2890344,0.9405406
638203566383690137,1180198,100944,0.01872253,0.3775024,0.9258118,0.01455688,0.3698578,0.9289703,0.1773264,0.2952081,0.9388331
638203566383775255,1180206,100945,0.03010559,0.3934937,0.9188232,0.0118866,0.3734131,0.9275818,0.1756278,0.3024416,0.9368479
638203566383855254,1180214,100945,0.0316925,0.3970337,0.9172516,0.01683044,0.3743439,0.927124,0.1756278,0.3024416,0.9368479
638203566383935257,1180222,100946,0.0322876,0.4122162,0.9105072,0.01591492,0.3890228,0.9210815,0.1742308,0.3097851,0.9347068
638203566384025270,1180231,100947,0.03561401,0.4117737,0.9105835,0.0177002,0.3996582,0.9164734,0.172806,0.3175647,0.9323577
638203566384100355,1180239,100948,0.0383606,0.4195862,0.9068909,0.01556396,0.4021912,0.9154205,0.1712293,0.3252491,0.9299966
638203566384190353,1180248,100948,0.04096985,0.4235382,0.9049377,0.007904053,0.4040985,0.9146729,0.1712293,0.3252491,0.9299966
638203566384270353,1180256,100949,0.04008484,0.4302063,0.901825,0.01017761,0.4046173,0.9144135,0.1699715,0.3325079,0.9276574
638203566384350352,1180264,100950,0.03695679,0.4291687,0.9024658,0.01158142,0.4111023,0.911499,0.1684776,0.33982,0.9252771
638203566384440354,1180273,100951,0.03964233,0.4276428,0.9030762,0.01390076,0.4067383,0.9134369,0.1669601,0.3469218,0.9229137
638203566384520357,1180281,100951,0.03915405,0.4203186,0.9065247,0.01077271,0.4094543,0.912262,0.1669601,0.3469218,0.9229137
638203566384600352,1180289,100952,0.03427124,0.4111176,0.9109192,0.01089478,0.4069519,0.9133759,0.1654178,0.3537886,0.9205817
638203566384690387,1180298,100953,0.03813171,0.4095764,0.9114685,0.01452637,0.3967743,0.9177856,0.1637554,0.3609338,0.9181018
