time(100ns),time_stamp(ms),frame,gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,forward.x,forward.y,forward.z
638203556932103854,235039,15843,0.03295898,0.0813446,0.9961395,0.04389954,0.1093903,0.9930267,-0.08073901,0.5300568,0.8441096
638203556932183848,235047,15844,0.03736877,0.07948303,0.9961243,0.03977966,0.1008759,0.9940948,-0.08330155,0.5363845,0.8398527
638203556932263849,235055,15845,0.03887939,0.07542419,0.9963837,0.04338074,0.09790039,0.9942474,-0.08585153,0.5426568,0.8355556
638203556932353851,235064,15845,0.03697205,0.07615662,0.9963989,0.04953003,0.08976746,0.9947205,-0.08585153,0.5426568,0.8355556
638203556932433849,235072,15846,0.03419495,0.06721497,0.9971466,0.04336548,0.0852356,0.9954071,-0.08832192,0.5492942,0.8309484
638203556932513851,235080,15847,0.03927612,0.06335449,0.9972076,0.04260254,0.09049988,0.9949799,-0.09089477,0.5557126,0.8263908
638203556932593850,235088,15848,0.03730774,0.05828857,0.9975891,0.04293823,0.07589722,0.9961853,-0.0935377,0.5621977,0.8216961
638203556932683846,235097,15848,0.04199219,0.05882263,0.9973755,0.04951477,0.07839966,0.9956818,-0.0935377,0.5621977,0.8216961
638203556932763850,235105,15849,0.04846191,0.05786133,0.9971466,0.05000305,0.07473755,0.9959412,-0.09580268,0.5686914,0.8169529
638203556932850276,235114,15850,0.04954529,0.05799866,0.9970703,0.0509491,0.06596375,0.9965057,-0.09852313,0.5750012,0.8121987
638203556932930278,235122,15851,0.04826355,0.05915833,0.9970703,0.06018066,0.05651855,0.996582,-0.100874,0.5812312,0.8074619
638203556933020280,235131,15851,0.05250549,0.05377197,0.9971619,0.05918884,0.05584717,0.9966736,-0.100874,0.5812312,0.8074619
638203556933100277,235139,15852,0.05413818,0.05831909,0.9968262,0.06137085,0.05455017,0.9966125,-0.1030973,0.5872075,0.8028439
638203556933180274,235147,15853,0.05368042,0.05885315,0.9968109,0.06254578,0.05160522,0.9967041,-0.1052736,0.5933605,0.798023
638203556933270280,235156,15854,0.05819702,0.04057312,0.997467,0.06307983,0.05369568,0.9965515,-0.1072678,0.5991757,0.7933991
638203556933350283,235164,15854,0.05686951,0.04193115,0.9974976,0.06672668,0.05708313,0.9961243,-0.1072678,0.5991757,0.7933991
638203556933430276,235172,15855,0.05773926,0.03800964,0.9976044,0.0692749,0.05224609,0.9962158,-0.1092081,0.6049783,0.7887172
638203556933515576,235180,15856,0.06158447,0.02986145,0.9976501,0.06835938,0.04434204,0.9966736,-0.1109178,0.6106926,0.784061
638203556933595578,235188,15857,0.05897522,0.02868652,0.9978333,0.07147217,0.05175781,0.9960938,-0.1127161,0.6164352,0.7792963
638203556933685571,235197,15857,0.06460571,0.02420044,0.9976044,0.06904602,0.0342865,0.9970093,-0.1127161,0.6164352,0.7792963
638203556933765571,235205,15858,0.06343079,0.01867676,0.9978027,0.07060242,0.02772522,0.9971161,-0.1146045,0.6219439,0.77463
638203556933845579,235213,15859,0.06915283,0.01515198,0.9974823,0.07394409,0.0243988,0.9969482,-0.1159748,0.6270373,0.7703077
638203556933935577,235222,15860,0.06977844,0.01292419,0.997467,0.06994629,0.009902954,0.9974976,-0.117548,0.6320075,0.7659954
